年	号数	掲載順	タイトル	作者	原作者	頁	区分	カラー	備考
2022 	33	5 	パリピ孔明	小川亮	四葉タト	107	連載		
2022 	33	6 	GTO パラダイスロスト	藤沢とおる		125	連載		
2022 	33	7 	アンダーニンジャ	花沢健吾		137	連載		
2022 	33	8 	何度、時をくりかえしても本能寺が燃えるんじゃが！？	藤本ケンシ	井出圭亮 	155	連載		
2022 	33	9 	チリアクタ	木村航		177	連載		
2022 	33	10 	税金で買った本	系山冏	ずいの	197	連載		
2022 	33	11 	満州アヘンスクワッド	鹿子	門馬司	217	連載		
2022 	33	12 	ケンシロウによろしく	ジャスミン・ギュ		235	連載		
2022 	33	13 	サタノファニ	山田恵庸		253	連載		
2022 	33	14 	マイホームヒーロー	朝基まさし	山川直輝	273	連載		
2022 	33	15 	センパイ！わざとじゃないんです！	saku		293	連載		
2022 	33	16 	ギャルせん	植野メグル		299	連載		
2022 	33	17 	雪女と蟹を食う 沖縄編	Gino0808		315	連載		
2022 	33	18 	カイジ	福本伸行		334	連載		
2022 	33	19 	MFゴースト	しげの秀一		359	連載		
2022 	33	20 	ツワモノガタリ	細川忠孝		375	連載		
2022 	33	21 	ゴリラーマン40	ハロルド作石		395	連載		
2022 	33	22 	君が獣になる前に	さの隆		415	連載		
2022 	33	23 	アルキメデスの大戦	三田紀房		435	連載		
2022 	33	24 	ゾミア	石田点	浅村壮平	455	連載		
2022 	34	1 	スケアリー・キャンパス・カレッジ・ユニバーシティ	永椎晃平		13	連載	C	新連載
2022 	34	2 	ナックルナックル	山岸汰誠		67	連載		
2022 	34	3 	アルキメデスの大戦	三田紀房		107	連載		
2022 	34	4 	ツワモノガタリ	細川忠孝		127	連載		
2022 	34	5 	みなみけ	桜場コハル		147	連載		
2022 	34	6 	女子校のこひー先生	新井春巻		155	連載		
2022 	34	7 	彼岸島 48日後…	松本光司		169	連載		
2022 	34	8 	雨と君と	二階堂幸		189	連載		
2022 	34	9 	何度、時をくりかえしても本能寺が燃えるんじゃが！？	藤本ケンシ	井出圭亮 	194	連載	C	
2022 	34	10 	センパイ！わざとじゃないんです！	saku		215	連載		
2022 	34	11 	1日外出録ハンチョウ	上原求・新井和也	萩原天晴	221	連載		
2022 	34	12 	パラレルパラダイス	岡本倫		241	連載		
2022 	34	13 	雪女と蟹を食う 沖縄編	Gino0808		263	連載		
2022 	34	14 	ケンシロウによろしく	ジャスミン・ギュ		281	連載		
2022 	34	15 	満州アヘンスクワッド	鹿子	門馬司	295	連載		
2022 	34	16 	GTO パラダイスロスト	藤沢とおる		313	連載		
2022 	34	17 	ギャルせん	植野メグル		328	連載	C	
2022 	34	18 	チリアクタ	木村航		345	連載		
2022 	34	19 	サタノファニ	山田恵庸		365	連載		
2022 	34	20 	令和雄王 相田宗二	小川ショウマ		385	連載		
2022 	34	21 	セブン☆スターJT	柳内大樹		403	連載		
2022 	34	22 	税金で買った本	系山冏	ずいの	427	連載		
2022 	34	23 	マイホームヒーロー	朝基まさし	山川直輝	447	連載		
2022 	34	24 	君が獣になる前に	さの隆		467	連載		
2022 	34	25 	ムムリン	佐々木順一郎	岩井勇気	487	連載		
2022 	35	1 	アンダーニンジャ	花沢健吾		13	連載	C	
2022 	35	2 	スケアリー・キャンパス・カレッジ・ユニバーシティ	永椎晃平		33	連載		
2022 	35	3 	ザ・ファブル The Second Contact	南勝久		79	連載		
2022 	35	4 	パリピ孔明	小川亮	四葉タト	97	連載		
2022 	35	5 	GTO パラダイスロスト	藤沢とおる		116	連載		
2022 	35	6 	令和雄王 相田宗二	小川ショウマ		128	連載	C	
2022 	35	7 	税金で買った本	系山冏	ずいの	147	連載		
2022 	35	8 	センパイ！わざとじゃないんです！	saku		167	連載		
2022 	35	9 	ナックルナックル	山岸汰誠		173	連載		
2022 	35	10 	女子校のこひー先生	新井春巻		194	連載	C	
2022 	35	11 	ゴリラーマン40	ハロルド作石		209	連載		
2022 	35	12 	カイジ	福本伸行		231	連載		
2022 	35	13 	MFゴースト	しげの秀一		255	連載		
2022 	35	14 	君が獣になる前に	さの隆		271	連載		
2022 	35	15 	月曜日のたわわ	比村奇石		292	連載	C	
2022 	35	16 	何度、時をくりかえしても本能寺が燃えるんじゃが！？	藤本ケンシ	井出圭亮 	305	連載		
2022 	35	17 	マイホームヒーロー	朝基まさし	山川直輝	325	連載		
2022 	35	18 	ツワモノガタリ	細川忠孝		345	連載		
2022 	35	19 	満州アヘンスクワッド	鹿子	門馬司	363	連載		
2022 	35	20 	パラレルパラダイス	岡本倫		379	連載		
2022 	35	21 	ギャルせん	植野メグル		397	連載		
2022 	35	22 	アルキメデスの大戦	三田紀房		413	連載		
2022 	35	23 	彼岸島 48日後…	松本光司		433	連載		
2022 	35	24 	仰げば尊し	OZ		453	読み切り		
2022 	36-37	1 	ザ・ファブル The Second Contact	南勝久		17	連載		
2022 	36-37	2 	スケアリー・キャンパス・カレッジ・ユニバーシティ	永椎晃平		35	連載		
2022 	36-37	3 	チリアクタ	木村航		73	連載		
2022 	36-37	4 	雨と君と	二階堂幸		93	連載		
2022 	36-37	5 	雪女と蟹を食う 沖縄編	Gino0808		97	連載		
2022 	36-37	6 	1日外出録ハンチョウ	上原求・新井和也	萩原天晴	115	連載		
2022 	36-37	7 	みなみけ	桜場コハル		133	連載		
2022 	36-37	8 	税金で買った本	系山冏	ずいの	141	連載		
2022 	36-37	9 	君が獣になる前に	さの隆		162	連載	C	
2022 	36-37	10 	ゴリラーマン40	ハロルド作石		183	連載		
2022 	36-37	11 	パリピ孔明	小川亮	四葉タト	207	連載		
2022 	36-37	12 	ナックルナックル	山岸汰誠		225	連載		
2022 	36-37	13 	MFゴースト	しげの秀一		243	連載		
2022 	36-37	14 	満州アヘンスクワッド	鹿子	門馬司	263	連載		
2022 	36-37	15 	ケンシロウによろしく	ジャスミン・ギュ		281	連載		
2022 	36-37	16 	空来船打払令	加藤文孝		295	読み切り		
2022 	36-37	17 	セブン☆スターJT	柳内大樹		311	連載		
2022 	36-37	18 	センパイ！わざとじゃないんです！	saku		335	連載		
2022 	36-37	19 	パラレルパラダイス	岡本倫		341	連載		
2022 	36-37	20 	月曜日のたわわ	比村奇石		359	連載		
2022 	36-37	21 	カイジ	福本伸行		375	連載		
2022 	36-37	22 	サタノファニ	山田恵庸		399	連載		
2022 	36-37	23 	アルキメデスの大戦	三田紀房		419	連載		
2022 	36-37	24 	女子校のこひー先生	新井春巻		439	連載		
2022 	36-37	25 	彼岸島 48日後…	松本光司		453	連載		
2022 	36-37	26 	しおりさん	オヒルネ		473	読み切り		
2022 	36-37	27 	ムムリン	佐々木順一郎	岩井勇気	481	連載		
2022 	38	1 	ゴリラーマン40	ハロルド作石		12	連載	C	最終回
2022 	38	2 	ザ・ファブル The Second Contact	南勝久		39	連載		
2022 	38	3 	女子校のこひー先生	新井春巻		57	連載		
2022 	38	4 	何度、時をくりかえしても本能寺が燃えるんじゃが！？	藤本ケンシ	井出圭亮 	71	連載		
2022 	38	5 	カイジ	福本伸行		93	連載		
2022 	38	6 	MFゴースト	しげの秀一		115	連載		
2022 	38	7 	サタノファニ	山田恵庸		131	連載		
2022 	38	8 	令和雄王 相田宗二	小川ショウマ		151	連載		
2022 	38	9 	チリアクタ	木村航		169	連載		
2022 	38	10 	スケアリー・キャンパス・カレッジ・ユニバーシティ	永椎晃平		191	連載		
2022 	38	11 	ギャルせん	植野メグル		217	連載		
2022 	38	12 	君が獣になる前に	さの隆		233	連載		
2022 	38	13 	アルキメデスの大戦	三田紀房		253	連載		
2022 	38	14 	彼岸島 48日後…	松本光司		273	連載		
2022 	38	15 	ツワモノガタリ	細川忠孝		293	連載		
2022 	38	16 	ナックルナックル	山岸汰誠		307	連載		
2022 	38	17 	センパイ！わざとじゃないんです！	saku		325	連載		
2022 	38	18 	アンダーニンジャ	花沢健吾		331	連載		
2022 	38	19 	雪女と蟹を食う 沖縄編	Gino0808		351	連載		
2022 	38	20 	満州アヘンスクワッド	鹿子	門馬司	369	連載		
2022 	38	21 	税金で買った本	系山冏	ずいの	387	連載		
2022 	38	22 	マイホームヒーロー	朝基まさし	山川直輝	407	連載		
2022 	38	23 	ケンシロウによろしく	ジャスミン・ギュ		429	連載		
2022 	38	24 	さいコレ	油布暁		443	読み切り		
2022 	39	1 	徘徊者	宝衣図	鈴木ユウヘイ	12	連載	C	新連載
2022 	39	2 	ザ・ファブル The Second Contact	南勝久		65	連載		
2022 	39	3 	マイホームヒーロー	朝基まさし	山川直輝	83	連載		
2022 	39	4 	何度、時をくりかえしても本能寺が燃えるんじゃが！？	藤本ケンシ	井出圭亮 	103	連載		
2022 	39	5 	満州アヘンスクワッド	鹿子	門馬司	123	連載		
2022 	39	6 	令和雄王 相田宗二	小川ショウマ		141	連載		
2022 	39	7 	女子校のこひー先生	新井春巻		159	連載		
2022 	39	8 	MFゴースト	しげの秀一		174	連載	C	
2022 	39	9 	みなみけ	桜場コハル		191	連載		
2022 	39	10 	セブン☆スターJT	柳内大樹		199	連載		
2022 	39	11 	ツワモノガタリ	細川忠孝		224	連載	C	
2022 	39	12 	スケアリー・キャンパス・カレッジ・ユニバーシティ	永椎晃平		243	連載		
2022 	39	13 	税金で買った本	系山冏	ずいの	263	連載		
2022 	39	14 	センパイ！わざとじゃないんです！	saku		283	連載		
2022 	39	15 	ギャルせん	植野メグル		289	連載		
2022 	39	16 	月曜日のたわわ	比村奇石		305	連載		
2022 	39	17 	サタノファニ	山田恵庸		317	連載		
2022 	39	18 	パラレルパラダイス	岡本倫		338	連載	C	
2022 	39	19 	君が獣になる前に	さの隆		357	連載		
2022 	39	20 	ナックルナックル	山岸汰誠		377	連載		
2022 	39	21 	パリピ孔明	小川亮	四葉タト	395	連載		
2022 	39	22 	チリアクタ	木村航		413	連載		
2022 	39	23 	アルキメデスの大戦	三田紀房		433	連載		
2022 	39	24 	彼岸島 48日後…	松本光司		453	連載		
2022 	39	25 	1日外出録ハンチョウ	上原求・新井和也	萩原天晴	473	連載		
2022 	40	1 	税金で買った本	系山冏	ずいの	16	連載	C	
2022 	40	2 	徘徊者	宝衣図	鈴木ユウヘイ	37	連載		
2022 	40	3 	君が獣になる前に	さの隆		57	連載		
2022 	40	4 	アルキメデスの大戦	三田紀房		77	連載		
2022 	40	5 	パラレルパラダイス	岡本倫		97	連載		
2022 	40	6 	サタノファニ	山田恵庸		115	連載		
2022 	40	7 	カイジ	福本伸行		135	連載		
2022 	40	8 	令和雄王 相田宗二	小川ショウマ		159	連載		
2022 	40	9 	スケアリー・キャンパス・カレッジ・ユニバーシティ	永椎晃平		179	連載		
2022 	40	10 	パリピ孔明	小川亮	四葉タト	199	連載		
2022 	40	11 	アンダーニンジャ	花沢健吾		217	連載		
2022 	40	12 	センパイ！わざとじゃないんです！	saku		237	連載		
2022 	40	13 	雪女と蟹を食う 沖縄編	Gino0808		247	連載		
2022 	40	14 	月曜日のたわわ	比村奇石		265	連載		
2022 	40	15 	GTO パラダイスロスト	藤沢とおる		279	連載		
2022 	40	16 	彼岸島 48日後…	松本光司		291	連載		
2022 	40	17 	雨と君と	二階堂幸		311	連載	C	
2022 	40	18 	満州アヘンスクワッド	鹿子	門馬司	333	連載		
2022 	40	19 	女子校のこひー先生	新井春巻		351	連載		
2022 	40	20 	ケンシロウによろしく	ジャスミン・ギュ		365	連載		
2022 	40	21 	ツワモノガタリ	細川忠孝		379	連載		
2022 	40	22 	マイホームヒーロー	朝基まさし	山川直輝	399	連載		
2022 	40	23 	ギャルせん	植野メグル		419	連載		
2022 	40	24 	ナックルナックル	山岸汰誠		435	連載		
2022 	40	25 	要領の悪い小呂くん	浜辺尾ジカブミ		459	読み切り		
2022 	41	1 	LILI-MEN	渡嘉敷拓馬		13	連載	C	新連載
2022 	41	2 	ザ・ファブル The Second Contact	南勝久		75	連載		
2022 	41	3 	徘徊者	宝衣図	鈴木ユウヘイ	93	連載		
2022 	41	4 	ケンシロウによろしく	ジャスミン・ギュ		115	連載		
2022 	41	5 	みなみけ	桜場コハル		129	連載		
2022 	41	6 	1日外出録ハンチョウ	上原求・新井和也	萩原天晴	137	連載		
2022 	41	7 	カイジ	福本伸行		154	連載	C	
2022 	41	8 	税金で買った本	系山冏	ずいの	179	連載		
2022 	41	9 	ナックルナックル	山岸汰誠		199	連載		
2022 	41	10 	ツワモノガタリ	細川忠孝		217	連載		
2022 	41	11 	令和雄王 相田宗二	小川ショウマ		237	連載		
2022 	41	12 	君が獣になる前に	さの隆		255	連載		
2022 	41	13 	スケアリー・キャンパス・カレッジ・ユニバーシティ	永椎晃平		275	連載		
2022 	41	14 	チリアクタ	木村航		295	連載		
2022 	41	15 	センパイ！わざとじゃないんです！	saku		315	連載		
2022 	41	16 	GTO パラダイスロスト	藤沢とおる		322	連載		
2022 	41	17 	何度、時をくりかえしても本能寺が燃えるんじゃが！？	藤本ケンシ	井出圭亮 	335	連載		
2022 	41	18 	月曜日のたわわ	比村奇石		355	連載		
2022 	41	19 	満州アヘンスクワッド	鹿子	門馬司	367	連載		
2022 	41	20 	女子校のこひー先生	新井春巻		387	連載		
2022 	41	21 	セブン☆スターJT	柳内大樹		401	連載		
2022 	41	22 	雨と君と	二階堂幸		425	連載		
2022 	41	23 	アルキメデスの大戦	三田紀房		429	連載		
2022 	41	24 	ギャルせん	植野メグル		449	連載		最終回（ヤンマガWEBに移籍）
2022 	41	25 	余熱	稲妻圭		465	読み切り		
2022 	42	1 	満州アヘンスクワッド	鹿子	門馬司	13	連載	C	
2022 	42	2 	LILI-MEN	渡嘉敷拓馬		35	連載		
2022 	42	3 	ザ・ファブル The Second Contact	南勝久		61	連載		
2022 	42	4 	アルキメデスの大戦	三田紀房		79	連載		
2022 	42	5 	女子校のこひー先生	新井春巻		99	連載		
2022 	42	6 	くさっても猫なので	関口かんこ		114	連載	C	新連載
2022 	42	7 	マイホームヒーロー	朝基まさし	山川直輝	127	連載		
2022 	42	8 	ナックルナックル	山岸汰誠		147	連載		
2022 	42	9 	パラレルパラダイス	岡本倫		165	連載		
2022 	42	10 	ツワモノガタリ	細川忠孝		183	連載		
2022 	42	11 	アンダーニンジャ	花沢健吾		197	連載		
2022 	42	12 	カイジ	福本伸行		217	連載		
2022 	42	13 	雪女と蟹を食う 沖縄編	Gino0808		241	連載		
2022 	42	14 	何度、時をくりかえしても本能寺が燃えるんじゃが！？	藤本ケンシ	井出圭亮 	263	連載		
2022 	42	15 	MFゴースト	しげの秀一		283	連載		
2022 	42	16 	サタノファニ	山田恵庸		301	連載		
2022 	42	17 	パリピ孔明	小川亮	四葉タト	321	連載		
2022 	42	18 	GTO パラダイスロスト	藤沢とおる		339	連載		
2022 	42	19 	税金で買った本	系山冏	ずいの	351	連載		
2022 	42	20 	君が獣になる前に	さの隆		371	連載		
2022 	42	21 	センパイ！わざとじゃないんです！	saku		391	連載		
2022 	42	22 	スケアリー・キャンパス・カレッジ・ユニバーシティ	永椎晃平		397	連載		
2022 	42	23 	彼岸島 48日後…	松本光司		417	連載		
2022 	42	24 	チリアクタ	木村航		437	連載		
2022 	42	25 	人間禁止	吉田博嗣		457	読み切り		
2022 	43	1 	1日外出録ハンチョウ	上原求・新井和也	萩原天晴	12	連載	C	
2022 	43	2 	ザ・ファブル The Second Contact	南勝久		31	連載		
2022 	43	3 	LILI-MEN	渡嘉敷拓馬		49	連載		
2022 	43	4 	彼岸島 48日後…	松本光司		69	連載		
2022 	43	5 	スケアリー・キャンパス・カレッジ・ユニバーシティ	永椎晃平		89	連載		
2022 	43	6 	彼女の友達	じゅら		110	出張掲載	C	
2022 	43	7 	君が獣になる前に	さの隆		127	連載		
2022 	43	8 	雨と君と	二階堂幸		147	連載		
2022 	43	9 	税金で買った本	系山冏	ずいの	151	連載		
2022 	43	10 	GTO パラダイスロスト	藤沢とおる		171	連載		
2022 	43	11 	サタノファニ	山田恵庸		183	連載		
2022 	43	12 	雪女と蟹を食う 沖縄編	Gino0808		203	連載		
2022 	43	13 	女子校のこひー先生	新井春巻		221	連載		
2022 	43	14 	アルキメデスの大戦	三田紀房		235	連載		
2022 	43	15 	ツワモノガタリ	細川忠孝		255	連載		
2022 	43	16 	くさっても猫なので	関口かんこ		271	連載		
2022 	43	17 	マイホームヒーロー	朝基まさし	山川直輝	277	連載		
2022 	43	18 	みなみけ	桜場コハル		297	連載		
2022 	43	19 	MFゴースト	しげの秀一		305	連載		
2022 	43	20 	満州アヘンスクワッド	鹿子	門馬司	321	連載		
2022 	43	21 	パラレルパラダイス	岡本倫		339	連載		
2022 	43	22 	パリピ孔明	小川亮	四葉タト	357	連載		
2022 	43	23 	ナックルナックル	山岸汰誠		377	連載		
2022 	43	24 	センパイ！わざとじゃないんです！	saku		397	連載		
2022 	43	25 	徘徊者	宝衣図	鈴木ユウヘイ	403	連載		
2022 	43	26 	セブン☆スターJT	柳内大樹		423	連載		
2022 	43	27 	令和雄王 相田宗二	小川ショウマ		447	連載		
2022 	43	28 	チリアクタ	木村航		465	連載		最終回・ヤンマガWEBへ移籍
2022 	44	1 	マイホームヒーロー	朝基まさし	山川直輝	13	連載	C	
2022 	44	2 	ザ・ファブル The Second Contact	南勝久		37	連載		
2022 	44	3 	くさっても猫なので	関口かんこ		55	連載		
2022 	44	4 	徘徊者	宝衣図	鈴木ユウヘイ	61	連載		
2022 	44	5 	LILI-MEN	渡嘉敷拓馬		83	連載		
2022 	44	6 	スケアリー・キャンパス・カレッジ・ユニバーシティ	永椎晃平		101	連載		
2022 	44	7 	ツワモノガタリ	細川忠孝		121	連載		
2022 	44	8 	没落！賃貸お嬢様～入居編～	小野未練		139	読み切り		
2022 	44	9 	センパイ！わざとじゃないんです！	saku		146	連載	C	
2022 	44	10 	君が獣になる前に	さの隆		153	連載		
2022 	44	11 	令和雄王 相田宗二	小川ショウマ		173	連載		
2022 	44	12 	何度、時をくりかえしても本能寺が燃えるんじゃが！？	藤本ケンシ	井出圭亮 	191	連載		
2022 	44	13 	MFゴースト	しげの秀一		211	連載		
2022 	44	14 	サタノファニ	山田恵庸		227	連載		
2022 	44	15 	アンダーニンジャ	花沢健吾		247	連載		
2022 	44	16 	GTO パラダイスロスト	藤沢とおる		267	連載		
2022 	44	17 	満州アヘンスクワッド	鹿子	門馬司	283	連載		
2022 	44	18 	ナックルナックル	山岸汰誠		301	連載		
2022 	44	19 	アルキメデスの大戦	三田紀房		319	連載		
2022 	44	20 	ゴリラーマン40〈特別読み切りファミリー編〉	ハロルド作石		340	読み切り	C	
2022 	44	21 	雨と君と	二階堂幸		391	連載		
2022 	44	22 	彼岸島 48日後…	松本光司		395	連載		
2022 	44	23 	女子校のこひー先生	新井春巻		415	連載		
2022 	44	24 	カイジ	福本伸行		429	連載		
2022 	44	25 	美術館にて	信楽優楽		453	読み切り		
2022 	45	1 	パリピ孔明	小川亮	四葉タト	12	連載	C	
2022 	45	2 	令和雄王 相田宗二	小川ショウマ		31	連載		
2022 	45	3 	ナックルナックル	山岸汰誠		49	連載		
2022 	45	4 	パラレルパラダイス	岡本倫		67	連載		
2022 	45	5 	セブン☆スターJT	柳内大樹		85	連載		
2022 	45	6 	君が獣になる前に	さの隆		110	連載	C	
2022 	45	7 	満州アヘンスクワッド	鹿子	門馬司	131	連載		
2022 	45	8 	何度、時をくりかえしても本能寺が燃えるんじゃが！？	藤本ケンシ	井出圭亮 	149	連載		
2022 	45	9 	カイジ	福本伸行		171	連載		
2022 	45	10 	LILI-MEN	渡嘉敷拓馬		195	連載		
2022 	45	11 	くさっても猫なので	関口かんこ		217	連載		
2022 	45	12 	アルキメデスの大戦	三田紀房		227	連載		
2022 	45	13 	みなみけ	桜場コハル		247	連載		
2022 	45	14 	サタノファニ	山田恵庸		255	連載		
2022 	45	15 	GTO パラダイスロスト	藤沢とおる		275	連載		
2022 	45	16 	センパイ！わざとじゃないんです！	saku		287	連載		
2022 	45	17 	ツワモノガタリ	細川忠孝		293	連載		
2022 	45	18 	徘徊者	宝衣図	鈴木ユウヘイ	309	連載		
2022 	45	19 	だからちゃんと言って！	三波冬和		325	読み切り		
2022 	45	20 	スケアリー・キャンパス・カレッジ・ユニバーシティ	永椎晃平		333	連載		
2022 	45	21 	彼岸島 48日後…	松本光司		353	連載		
2022 	45	22 	女子校のこひー先生	新井春巻		373	連載		
2022 	45	23 	股間無双 嫌われ勇者は魔族に愛される	脇道それる	ジブロー	387	出張掲載		
2022 	46	1 	ザ・ヒステリックトリガー	加納万太郎	マナカミユイ	12	連載	C	新連載
2022 	46	2 	ザ・ファブル The Second Contact	南勝久		87	連載		
2022 	46	3 	スケアリー・キャンパス・カレッジ・ユニバーシティ	永椎晃平		105	連載		
2022 	46	4 	MFゴースト	しげの秀一		125	連載		
2022 	46	5 	アンダーニンジャ	花沢健吾		141	連載		
2022 	46	6 	雨と君と	二階堂幸		161	連載		
2022 	46	7 	LILI-MEN	渡嘉敷拓馬		166	連載	C	
2022 	46	8 	カイジ	福本伸行		187	連載		
2022 	46	9 	マイホームヒーロー	朝基まさし	山川直輝	211	連載		
2022 	46	10 	ナックルナックル	山岸汰誠		235	連載		
2022 	46	11 	税金で買った本	系山冏	ずいの	253	連載		
2022 	46	12 	センパイ！わざとじゃないんです！	saku		273	連載		
2022 	46	13 	君が獣になる前に	さの隆		279	連載		
2022 	46	14 	月曜日のたわわ	比村奇石		300	連載	C	
2022 	46	15 	GTO パラダイスロスト	藤沢とおる		313	連載		
2022 	46	16 	パリピ孔明	小川亮	四葉タト	325	連載		
2022 	46	17 	パラレルパラダイス	岡本倫		343	連載		
2022 	46	18 	くさっても猫なので	関口かんこ		361	連載		
2022 	46	19 	ツワモノガタリ	細川忠孝		367	連載		
2022 	46	20 	アルキメデスの大戦	三田紀房		385	連載		
2022 	46	21 	女子校のこひー先生	新井春巻		405	連載		
2022 	46	22 	令和雄王 相田宗二	小川ショウマ		419	連載		
2022 	46	23 	なんでキスシーンの時はメガネを外すの	oz		437	読み切り		
2022 	47	1 	パラレルパラダイス	岡本倫		16	連載	C	
2022 	47	2 	ザ・ヒステリックトリガー	加納万太郎	マナカミユイ	35	連載		
2022 	47	3 	ザ・ファブル The Second Contact	南勝久		89	連載		
2022 	47	4 	ツワモノガタリ	細川忠孝		109	連載		
2022 	47	5 	アルキメデスの大戦	三田紀房		127	連載		
2022 	47	6 	スケアリー・キャンパス・カレッジ・ユニバーシティ	永椎晃平		147	連載		
2022 	47	7 	何度、時をくりかえしても本能寺が燃えるんじゃが！？	藤本ケンシ	井出圭亮 	170	連載	C	
2022 	47	8 	サタノファニ	山田恵庸		189	連載		
2022 	47	9 	みなみけ	桜場コハル		209	連載		
2022 	47	10 	GTO パラダイスロスト	藤沢とおる		217	連載		
2022 	47	11 	雨と君と	二階堂幸		229	連載		
2022 	47	12 	1日外出録ハンチョウ	上原求・新井和也	萩原天晴	233	連載		
2022 	47	13 	くさっても猫なので	関口かんこ		255	連載		
2022 	47	14 	LILI-MEN	渡嘉敷拓馬		261	連載		
2022 	47	15 	センパイ！わざとじゃないんです！	saku		281	連載		
2022 	47	16 	MFゴースト	しげの秀一		287	連載		
2022 	47	17 	月曜日のたわわ	比村奇石		303	連載		
2022 	47	18 	満州アヘンスクワッド	鹿子	門馬司	315	連載		
2022 	47	19 	セブン☆スターJT	柳内大樹		336	連載	C	
2022 	47	20 	徘徊者	宝衣図	鈴木ユウヘイ	361	連載		
2022 	47	21 	マイホームヒーロー	朝基まさし	山川直輝	381	連載		
2022 	47	22 	ナックルナックル	山岸汰誠		401	連載		
2022 	47	23 	税金で買った本	系山冏	ずいの	419	連載		
2022 	47	24 	君が獣になる前に	さの隆		439	連載		
2022 	47	25 	彼岸島 48日後…	松本光司		459	連載		
2022 	48	1 	ザ・ファブル The Second Contact	南勝久		12	連載	C	
2022 	48	2 	税金で買った本	系山冏	ずいの	31	連載		
2022 	48	3 	ザ・ヒステリックトリガー	加納万太郎	マナカミユイ	51	連載		
2022 	48	4 	君が獣になる前に	さの隆		93	連載		
2022 	48	5 	何度、時をくりかえしても本能寺が燃えるんじゃが！？	藤本ケンシ	井出圭亮 	113	連載		
2022 	48	6 	くさっても猫なので	関口かんこ		133	連載		
2022 	48	7 	徘徊者	宝衣図	鈴木ユウヘイ	139	連載		
2022 	48	8 	スケアリー・キャンパス・カレッジ・ユニバーシティ	永椎晃平		155	連載		
2022 	48	9 	センパイ！わざとじゃないんです！	saku		175	連載		
2022 	48	10 	ナックルナックル	山岸汰誠		182	連載	C	
2022 	48	11 	GTO パラダイスロスト	藤沢とおる		201	連載		
2022 	48	12 	月曜日のたわわ	比村奇石		215	連載		
2022 	48	13 	アンダーニンジャ	花沢健吾		227	連載		
2022 	48	14 	サタノファニ	山田恵庸		251	連載		
2022 	48	15 	MFゴースト	しげの秀一		271	連載		
2022 	48	16 	カイジ	福本伸行		287	連載		
2022 	48	17 	ツワモノガタリ	細川忠孝		316	連載	C	
2022 	48	18 	パリピ孔明	小川亮	四葉タト	337	連載		
2022 	48	19 	パラレルパラダイス	岡本倫		355	連載		
2022 	48	20 	満州アヘンスクワッド	鹿子	門馬司	373	連載		
2022 	48	21 	彼岸島 48日後…	松本光司		391	連載		
2022 	48	22 	アルキメデスの大戦	三田紀房		411	連載		
2022 	48	23 	マイホームヒーロー	朝基まさし	山川直輝	431	連載		
2022 	48	24 	賢い彼女は打算的	あおいりか		451	読み切り		
2022 	48	25 	LILI-MEN	渡嘉敷拓馬		455	連載		
2022 	49	1 	スケアリー・キャンパス・カレッジ・ユニバーシティ	永椎晃平		13	連載	C	
2022 	49	2 	ザ・ヒステリックトリガー	加納万太郎	マナカミユイ	41	連載		
2022 	49	3 	ナックルナックル	山岸汰誠		65	連載		
2022 	49	4 	サタノファニ	山田恵庸		85	連載		
2022 	49	5 	セブン☆スターJT	柳内大樹		105	連載		
2022 	49	6 	ザ・ファブル The Second Contact	南勝久		131	連載		
2022 	49	7 	1日外出録ハンチョウ	上原求・新井和也	萩原天晴	149	連載		
2022 	49	8 	税金で買った本	系山冏	ずいの	167	連載		
2022 	49	9 	みなみけ	桜場コハル		187	連載		
2022 	49	10 	パリピ孔明	小川亮	四葉タト	195	連載		
2022 	49	11 	君が獣になる前に	さの隆		213	連載		
2022 	49	12 	雨と君と	二階堂幸		233	連載		
2022 	49	13 	アルキメデスの大戦	三田紀房		237	連載		
2022 	49	14 	満州アヘンスクワッド	鹿子	門馬司	257	連載		
2022 	49	15 	くさっても猫なので	関口かんこ		277	連載		
2022 	49	16 	月曜日のたわわ	比村奇石		283	連載		
2022 	49	17 	カイジ	福本伸行		295	連載		
2022 	49	18 	彼岸島 48日後…	松本光司		319	連載		
2022 	49	19 	虎鶫 とらつぐみ-TSUGUMI PROJECT-	ippatu		340	連載	C	連載再開
2022 	49	20 	GTO パラダイスロスト	藤沢とおる		363	連載		
2022 	49	21 	センパイ！わざとじゃないんです！	saku		377	連載		
2022 	49	22 	徘徊者	宝衣図	鈴木ユウヘイ	383	連載		
2022 	49	23 	LILI-MEN	渡嘉敷拓馬		399	連載		
2022 	49	24 	水槽のクジラ	オヒルネ		419	読み切り		
2022 	50	1 	白地図のライゼンデ	パミラ		13	連載	C	新連載
2022 	50	2 	雨と君と	二階堂幸		77	連載		
2022 	50	3 	虎鶫 とらつぐみ-TSUGUMI PROJECT-	ippatu		82	連載		
2022 	50	4 	マイホームヒーロー	朝基まさし	山川直輝	107	連載		
2022 	50	5 	ナックルナックル	山岸汰誠		127	連載		
2022 	50	6 	ザ・ヒステリックトリガー	加納万太郎	マナカミユイ	145	連載		
2022 	50	7 	カイジ	福本伸行		170	連載	C	
2022 	50	8 	満州アヘンスクワッド	鹿子	門馬司	197	連載		
2022 	50	9 	アンダーニンジャ	花沢健吾		215	連載		
2022 	50	10 	サタノファニ	山田恵庸		239	連載		
