年	号数	掲載順	タイトル	作者	原作者	頁	区分	カラー	備考
2022 	27	15	ダーウィンクラブ	朱戸アオ		261	連載		
2022 	27	16	楽屋のトナくん	矢部太郎		279	連載	C	
2022 	27	17	焼いてるふたり	ハナツカシオリ		289	連載		
2022 	27	18	マンガ サ道～マンガで読むサウナ道～	タナカカツキ		305	連載		
2022 	27	19	ガクサン	佐原実波		315	連載		
2022 	27	20	パンダと極道	夏元季実		331	出張掲載		
2022 	27	21	ワールドイズダンシング	三原和人		343	連載		
2022 	27	22	惑わない星	石川雅之		375	連載		
2022 	27	23	クッキングパパ	うえやまとち		389	連載		
2022 	27	24	ボールパークでつかまえて！	須賀達郎		407	連載		
2022 	28	1	社外取締役 島耕作	弘兼憲史		7	連載		
2022 	28	2	GIANT KILLING	ツジトモ		23	連載		
2022 	28	3	ハコヅメ〜交番女子の逆襲〜	泰三子		43	連載		
2022 	28	4	上京生活録イチジョウ	三好智樹・瀬戸義明	萩原天晴	59	連載		
2022 	28	5	コウノドリ 新型コロナウイルス編	鈴ノ木ユウ		77	連載		
2022 	28	6	艦隊のシェフ	萩原玲二	池田邦彦	95	連載		
2022 	28	7	グラゼニ〜大リーグ編〜	足立金太郎	森高夕次	119	連載		
2022 	28	8	この会社に好きな人がいます	榎本あかまる		139	連載		
2022 	28	9	警視庁草紙—風太郎明治劇場—	東直輝	山田風太郎	151	連載		
2022 	28	10	バトルスタディーズ	なきぼくろ		173	連載		
2022 	28	11	とりぱん	とりのなん子		191	連載		
2022 	28	12	リエゾン〜こどものこころ診療所〜	ヨンチャン	竹村優作	195	連載		
2022 	28	13	焼いてるふたり	ハナツカシオリ		215	連載		
2022 	28	14	マタギガンナー	Juan Albarran	藤本正二	232	連載	C	
2022 	28	15	アンメット—ある脳外科医の日記—	大月閑人	子鹿ゆずる	257	連載		
2022 	28	16	ワンオペ JOKER	後藤慶介	宮川サトシ	277	連載		
2022 	28	17	黒博物館 三日月よ、怪物と踊れ	藤田和日郎		297	連載		
2022 	28	18	ワールドイズダンシング	三原和人		315	連載		
2022 	28	19	ダーウィンクラブ	朱戸アオ		333	連載		
2022 	28	20	猫奥	山村東		353	連載		
2022 	28	21	ガクサン	佐原実波		359	連載		
2022 	28	22	踊れ獅子堂賢	常喜寝太郎		375	連載		
2022 	28	23	マンガ サ道～マンガで読むサウナ道～	タナカカツキ		395	連載		
2022 	28	24	ボールパークでつかまえて！	須賀達郎		405	連載		
2022 	29	1	GIANT KILLING	ツジトモ		7	連載		
2022 	29	2	グラゼニ〜大リーグ編〜	足立金太郎	森高夕次	27	連載		
2022 	29	3	コウノドリ 新型コロナウイルス編	鈴ノ木ユウ		47	連載		
2022 	29	4	ガクサン	佐原実波		67	連載		
2022 	29	5	黒博物館 三日月よ、怪物と踊れ	藤田和日郎		83	連載		
2022 	29	6	リエゾン〜こどものこころ診療所〜	ヨンチャン	竹村優作	101	連載		
2022 	29	7	この会社に好きな人がいます	榎本あかまる		121	連載		
2022 	29	8	バトルスタディーズ	なきぼくろ		133	連載		
2022 	29	9	吉原プラトニック	オキモト・シュウ	藤川よつ葉	151	連載		
2022 	29	10	ハコヅメ〜交番女子の逆襲〜	泰三子		171	連載	C	最終回
2022 	29	11	アンメット—ある脳外科医の日記—	大月閑人	子鹿ゆずる	187	連載		
2022 	29	12	ボールパークでつかまえて！	須賀達郎		207	連載		
2022 	29	13	出禁のモグラ	江口夏美		219	連載		
2022 	29	14	とりぱん	とりのなん子		235	連載		
2022 	29	15	踊れ獅子堂賢	常喜寝太郎		239	連載		
2022 	29	16	マンガ サ道～マンガで読むサウナ道～	タナカカツキ		257	連載		
2022 	29	17	警視庁草紙—風太郎明治劇場—	東直輝	山田風太郎	267	連載		
2022 	29	18	マタギガンナー	Juan Albarran	藤本正二	289	連載		
2022 	29	19	そのモガリは熱を知らない	NICOMICHIHIRO		310	連載		
2022 	29	20	ワールドイズダンシング	三原和人		331	連載		
2022 	29	21	猫奥	山村東		351	連載		
2022 	29	22	ツイステッド・シスターズ	山下和美		359	連載		
2022 	29	23	BATMAN JUSTICE BUSTER	清水栄一・下口知裕		373	連載		
2022 	29	24	クッキングパパ	うえやまとち		395	連載		
2022 	29	25	楽屋のトナくん	矢部太郎		413	連載		
2022 	30	1	ボールパークでつかまえて！	須賀達郎		3	連載	C	
2022 	30	2	コウノドリ 新型コロナウイルス編	鈴ノ木ユウ		19	連載		
2022 	30	3	GIANT KILLING	ツジトモ		37	連載		
2022 	30	4	焼いてるふたり	ハナツカシオリ		57	連載		
2022 	30	5	アンメット—ある脳外科医の日記—	大月閑人	子鹿ゆずる	73	連載		
2022 	30	6	踊れ獅子堂賢	常喜寝太郎		93	連載		
2022 	30	7	艦隊のシェフ	萩原玲二	池田邦彦	111	連載		
2022 	30	8	社外取締役 島耕作	弘兼憲史		135	連載		
2022 	30	9	この会社に好きな人がいます	榎本あかまる		151	連載		
2022 	30	10	リエゾン〜こどものこころ診療所〜	ヨンチャン	竹村優作	163	連載		
2022 	30	11	バトルスタディーズ	なきぼくろ		189	連載		
2022 	30	12	マンガ サ道～マンガで読むサウナ道～	タナカカツキ		207	連載		
2022 	30	13	マタギガンナー	Juan Albarran	藤本正二	217	連載		
2022 	30	14	上京生活録イチジョウ	三好智樹・瀬戸義明	萩原天晴	237	連載		
2022 	30	15	警視庁草紙—風太郎明治劇場—	東直輝	山田風太郎	257	連載		
2022 	30	16	とりぱん	とりのなん子		277	連載		
2022 	30	17	ワールドイズダンシング	三原和人		281	連載		
2022 	30	18	黒博物館 三日月よ、怪物と踊れ	藤田和日郎		299	連載		
2022 	30	19	吉原プラトニック	オキモト・シュウ	藤川よつ葉	317	連載		
2022 	30	20	ガクサン	佐原実波		337	連載		
2022 	30	21	定額制夫の「こづかい万歳」〜月額2万千円の金欠ライフ〜	吉本浩二		353	連載		
2022 	30	22	BOOZE&SWEET〜酒と菓子の日々〜	黒崎リリー	島田英次郎	373	出張掲載		
2022 	30	23	クッキングパパ	うえやまとち		393	連載		
2022 	30	24	猫奥	山村東		411	連載		
2022 	31	1	リエゾン〜こどものこころ診療所〜	ヨンチャン	竹村優作	3	連載	C	
2022 	31	2	グラゼニ〜大リーグ編〜	足立金太郎	森高夕次	27	連載		
2022 	31	3	宇宙兄弟	小山宙哉		47	連載		
2022 	31	4	コウノドリ 新型コロナウイルス編	鈴ノ木ユウ		67	連載		
2022 	31	5	艦隊のシェフ	萩原玲二	池田邦彦	85	連載		
2022 	31	6	踊れ獅子堂賢	常喜寝太郎		109	連載		
2022 	31	7	警視庁草紙—風太郎明治劇場—	東直輝	山田風太郎	127	連載		
2022 	31	8	バトルスタディーズ	なきぼくろ		149	連載		
2022 	31	9	焼いてるふたり	ハナツカシオリ		167	連載		
2022 	31	10	出禁のモグラ	江口夏美		185	連載		
2022 	31	11	ボールパークでつかまえて！	須賀達郎		201	連載		
2022 	31	12	とりぱん	とりのなん子		213	連載		
2022 	31	13	きのう何食べた？	よしながふみ		217	連載		
2022 	31	14	この会社に好きな人がいます	榎本あかまる		233	連載		
2022 	31	15	紛争でしたら八田まで	田素弘		245	連載		
2022 	31	16	吉原プラトニック	オキモト・シュウ	藤川よつ葉	263	連載		
2022 	31	17	ガクサン	佐原実波		285	連載		
2022 	31	18	矢野くんの普通の日々	田村結衣		301	出張掲載		
2022 	31	19	シビは寝ている	矢野満月		325	読み切り		
2022 	31	20	マンガ サ道～マンガで読むサウナ道～	タナカカツキ		363	連載		
2022 	31	21	ツイステッド・シスターズ	山下和美		375	連載		
2022 	31	22	クッキングパパ	うえやまとち		389	連載		
2022 	31	23	楽屋のトナくん	矢部太郎		407	連載		
2022 	32	1	夢てふものは頼みそめてき Daydream Believers	灰田高鴻		3	連載	C	新連載
2022 	32	2	グラゼニ〜大リーグ編〜	足立金太郎	森高夕次	47	連載		
2022 	32	3	アンメット—ある脳外科医の日記—	大月閑人	子鹿ゆずる	67	連載		
2022 	32	4	焼いてるふたり	ハナツカシオリ		89	連載		
2022 	32	5	上京生活録イチジョウ	三好智樹・瀬戸義明	萩原天晴	105	連載		
2022 	32	6	コウノドリ 新型コロナウイルス編	鈴ノ木ユウ		125	連載		
2022 	32	7	ボールパークでつかまえて！	須賀達郎		145	連載		
2022 	32	8	警視庁草紙—風太郎明治劇場—	東直輝	山田風太郎	157	連載		
2022 	32	9	とりぱん	とりのなん子		179	連載		
2022 	32	10	マタギガンナー	Juan Albarran	藤本正二	184	連載	C	
2022 	32	11	この会社に好きな人がいます	榎本あかまる		213	連載		
2022 	32	12	望郷太郎	山田芳裕		225	連載		
2022 	32	13	バトルスタディーズ	なきぼくろ		245	連載		
2022 	32	14	社外取締役 島耕作	弘兼憲史		263	連載		
2022 	32	15	紛争でしたら八田まで	田素弘		279	連載		
2022 	32	16	黒博物館 三日月よ、怪物と踊れ	藤田和日郎		301	連載		
2022 	32	17	踊れ獅子堂賢	常喜寝太郎		321	連載		
2022 	32	18	ガクサン	佐原実波		339	連載		
2022 	32	19	惑わない星	石川雅之		355	連載		
2022 	32	20	ワールドイズダンシング	三原和人		373	連載		
2022 	32	21	ツイステッド・シスターズ	山下和美		393	連載		
2022 	32	22	クッキングパパ	うえやまとち		407	連載		
2022 	32	23	楽屋のトナくん	矢部太郎		425	連載		
2022 	33	1	バトルスタディーズ	なきぼくろ		3	連載	C	
2022 	33	2	焼いてるふたり	ハナツカシオリ		21	連載		
2022 	33	3	GIANT KILLING	ツジトモ		37	連載		
2022 	33	4	アンメット—ある脳外科医の日記—	大月閑人	子鹿ゆずる	57	連載		
2022 	33	5	グラゼニ〜大リーグ編〜	足立金太郎	森高夕次	77	連載		
2022 	33	6	出禁のモグラ	江口夏美		97	連載		
2022 	33	7	マタギガンナー	Juan Albarran	藤本正二	113	連載		
2022 	33	8	夢てふものは頼みそめてき Daydream Believers	灰田高鴻		135	連載		
2022 	33	9	猫奥	山村東		177	連載		
2022 	33	10	ちいかわ なんか小さくてかわいいやつ	ナガノ		183	読み切り	C	
2022 	33	11	リエゾン〜こどものこころ診療所〜	ヨンチャン	竹村優作	185	連載		
2022 	33	12	ボールパークでつかまえて！	須賀達郎		205	連載		
2022 	33	13	望郷太郎	山田芳裕		217	連載		
2022 	33	14	吉原プラトニック	オキモト・シュウ	藤川よつ葉	237	連載		
2022 	33	15	とりぱん	とりのなん子		257	連載		
2022 	33	16	この会社に好きな人がいます	榎本あかまる		261	連載		
2022 	33	17	黒博物館 三日月よ、怪物と踊れ	藤田和日郎		273	連載		
2022 	33	18	紛争でしたら八田まで	田素弘		291	連載		
2022 	33	19	僕の奥さんはちょっと怖い	栗田あぐり		317	出張掲載		
2022 	33	20	ワールドイズダンシング	三原和人		335	連載		
2022 	33	21	矢野くんの普通の日々	田村結衣		355	出張掲載		
2022 	33	22	警視庁草紙—風太郎明治劇場—	東直輝	山田風太郎	373	連載		
2022 	33	23	踊れ獅子堂賢	常喜寝太郎		395	連載		
2022 	33	24	楽屋のトナくん	矢部太郎		413	連載		
2022 	34	1	猫奥	山村東		3	連載	C	
2022 	34	2	グラゼニ〜大リーグ編〜	足立金太郎	森高夕次	13	連載		
2022 	34	3	焼いてるふたり	ハナツカシオリ		33	連載		
2022 	34	4	アンメット—ある脳外科医の日記—	大月閑人	子鹿ゆずる	49	連載		
2022 	34	5	上京生活録イチジョウ	三好智樹・瀬戸義明	萩原天晴	69	連載		
2022 	34	6	夢てふものは頼みそめてき Daydream Believers	灰田高鴻		87	連載		
2022 	34	7	社外取締役 島耕作	弘兼憲史		107	連載		
2022 	34	8	ボールパークでつかまえて！	須賀達郎		123	連載		
2022 	34	9	マタギガンナー	Juan Albarran	藤本正二	135	連載		
2022 	34	10	吉原プラトニック	オキモト・シュウ	藤川よつ葉	155	連載		
2022 	34	11	バトルスタディーズ	なきぼくろ		175	連載		
2022 	34	12	とりぱん	とりのなん子		193	連載		
2022 	34	13	黒博物館 三日月よ、怪物と踊れ	藤田和日郎		197	連載		
2022 	34	14	ちいかわ なんか小さくてかわいいやつ	ナガノ		215	読み切り	C	
2022 	34	15	望郷太郎	山田芳裕		217	連載		
2022 	34	16	リエゾン〜こどものこころ診療所〜	ヨンチャン	竹村優作	237	連載		
2022 	34	17	警視庁草紙—風太郎明治劇場—	東直輝	山田風太郎	257	連載		
2022 	34	18	僕の奥さんはちょっと怖い	栗田あぐり		279	出張掲載		
2022 	34	19	紛争でしたら八田まで	田素弘		301	連載		
2022 	34	20	ガクサン	佐原実波		319	連載		
2022 	34	21	定額制夫の「こづかい万歳」〜月額2万千円の金欠ライフ〜	吉本浩二		335	連載		
2022 	34	22	ワールドイズダンシング	三原和人		357	連載		
2022 	34	23	ツイステッド・シスターズ	山下和美		375	連載		
2022 	34	24	クッキングパパ	うえやまとち		391	連載		
2022 	34	25	楽屋のトナくん	矢部太郎		409	連載		
2022 	35	1	黒博物館 三日月よ、怪物と踊れ	藤田和日郎		3	連載	C	
2022 	35	2	宇宙兄弟	小山宙哉		25	連載		
2022 	35	3	アンメット—ある脳外科医の日記—	大月閑人	子鹿ゆずる	47	連載		
2022 	35	4	夢てふものは頼みそめてき Daydream Believers	灰田高鴻		69	連載		
2022 	35	5	ガクサン	佐原実波		89	連載		
2022 	35	6	ワールドイズダンシング	三原和人		105	連載		
2022 	35	7	僕の奥さんはちょっと怖い	栗田あぐり		123	出張掲載		
2022 	35	8	バトルスタディーズ	なきぼくろ		141	連載		
2022 	35	9	とりぱん	とりのなん子		159	連載		
2022 	35	10	矢野くんの普通の日々	田村結衣		163	出張掲載		
2022 	35	11	警視庁草紙—風太郎明治劇場—	東直輝	山田風太郎	181	連載		
2022 	35	12	ボールパークでつかまえて！	須賀達郎		203	連載		
2022 	35	13	きのう何食べた？	よしながふみ		215	連載		
2022 	35	14	ワンオペ JOKER	後藤慶介	宮川サトシ	233	連載		
2022 	35	15	この会社に好きな人がいます	榎本あかまる		251	連載		
2022 	35	16	望郷太郎	山田芳裕		263	連載		
2022 	35	17	ふかいキス	日暮キノコ		285	読み切り		
2022 	35	18	Bye-Bye アタシのお兄ちゃん	竹内佐千子		301	読み切り		
2022 	35	19	踊れ獅子堂賢	常喜寝太郎		327	連載		
2022 	35	20	いきものがたり	松本ひで吉		347	出張掲載		
2022 	35	21	R15+じゃダメですか？	裏谷なぎ	岸谷轟	359	出張掲載		
2022 	35	22	ツイステッド・シスターズ	山下和美		375	連載		
2022 	35	23	クッキングパパ	うえやまとち		391	連載		
2022 	35	24	猫奥	山村東		409	連載		
2022 	36-37	1	平和の国の島崎へ	瀬下猛	濱田轟天	3	連載	C	新連載
2022 	36-37	2	GIANT KILLING	ツジトモ		53	連載		
2022 	36-37	3	上京生活録イチジョウ	三好智樹・瀬戸義明	萩原天晴	75	連載		
2022 	36-37	4	昭和のグラゼニ	川	森高夕次	93	連載		
2022 	36-37	5	望郷太郎	山田芳裕		113	連載		
2022 	36-37	6	艦隊のシェフ ア・ラ・カルト	萩原玲二	池田邦彦	134	連載		新連載
2022 	36-37	7	マタギガンナー	Juan Albarran	藤本正二	145	連載		
2022 	36-37	8	シクジリンガーの猫	てらおか現象		167	連載	C	新連載
2022 	36-37	9	焼いてるふたり	ハナツカシオリ		177	連載		
2022 	36-37	10	とりぱん	とりのなん子		193	連載		
2022 	36-37	11	リエゾン〜こどものこころ診療所〜	ヨンチャン	竹村優作	197	連載		
2022 	36-37	12	僕の奥さんはちょっと怖い	栗田あぐり		217	出張掲載		
2022 	36-37	13	この会社に好きな人がいます	榎本あかまる		239	連載		
2022 	36-37	14	警視庁草紙—風太郎明治劇場—	東直輝	山田風太郎	251	連載		
2022 	36-37	15	ボールパークでつかまえて！	須賀達郎		273	連載		
2022 	36-37	16	社外取締役 島耕作	弘兼憲史		285	連載		
2022 	36-37	17	黒博物館 三日月よ、怪物と踊れ	藤田和日郎		305	連載		
2022 	36-37	18	ガクサン	佐原実波		323	連載		
2022 	36-37	19	惑わない星	石川雅之		339	連載		
2022 	36-37	20	Bye-Bye アタシのお兄ちゃん	竹内佐千子		357	読み切り		
2022 	36-37	21	猫奥	山村東		385	連載		
2022 	36-37	22	クッキングパパ	うえやまとち		393	連載		
2022 	36-37	23	楽屋のトナくん	矢部太郎		411	連載		
2022 	38	1	ガクサン	佐原実波		3	連載		
2022 	38	2	昭和のグラゼニ	川	森高夕次	23	連載		
2022 	38	3	焼いてるふたり	ハナツカシオリ		43	連載		
2022 	38	4	アンメット—ある脳外科医の日記—	大月閑人	子鹿ゆずる	61	連載		
2022 	38	5	艦隊のシェフ	萩原玲二	池田邦彦	81	連載		
2022 	38	6	リエゾン〜こどものこころ診療所〜	ヨンチャン	竹村優作	109	連載		
2022 	38	7	ボールパークでつかまえて！	須賀達郎		129	連載		
2022 	38	8	出禁のモグラ	江口夏美		141	連載		
2022 	38	9	シクジリンガーの猫	てらおか現象		157	連載		
2022 	38	10	平和の国の島崎へ	瀬下猛	濱田轟天	167	連載		
2022 	38	11	とりぱん	とりのなん子		191	連載		
2022 	38	12	吉原プラトニック	オキモト・シュウ	藤川よつ葉	195	連載		
2022 	38	13	望郷太郎	山田芳裕		215	連載		
2022 	38	14	この会社に好きな人がいます	榎本あかまる		235	連載		
2022 	38	15	バトルスタディーズ	なきぼくろ		249	連載		
2022 	38	16	警視庁草紙—風太郎明治劇場—	東直輝	山田風太郎	267	連載		
2022 	38	17	マタギガンナー	Juan Albarran	藤本正二	293	連載		
2022 	38	18	ワールドイズダンシング	三原和人		313	連載		
2022 	38	19	夢てふものは頼みそめてき Daydream Believers	灰田高鴻		335	連載		
2022 	38	20	踊れ獅子堂賢	常喜寝太郎		359	連載		
2022 	38	21	ツイステッド・シスターズ	山下和美		377	連載		
2022 	38	22	クッキングパパ	うえやまとち		393	連載		
2022 	38	23	楽屋のトナくん	矢部太郎		411	連載		
2022 	39	1	とりぱん	とりのなん子		3	連載	C	
2022 	39	2	昭和のグラゼニ	川	森高夕次	11	連載		
2022 	39	3	GIANT KILLING	ツジトモ		31	連載		
2022 	39	4	焼いてるふたり	ハナツカシオリ		51	連載		
2022 	39	5	平和の国の島崎へ	瀬下猛	濱田轟天	69	連載		
2022 	39	6	上京生活録イチジョウ	三好智樹・瀬戸義明	萩原天晴	89	連載		
2022 	39	7	リエゾン〜こどものこころ診療所〜	ヨンチャン	竹村優作	109	連載		
2022 	39	8	艦隊のシェフ	萩原玲二	池田邦彦	129	連載		
2022 	39	9	バトルスタディーズ	なきぼくろ		157	連載		
2022 	39	10	猫奥	山村東		175	連載		
2022 	39	11	アンメット—ある脳外科医の日記—	大月閑人	子鹿ゆずる	183	連載		
2022 	39	12	警視庁草紙—風太郎明治劇場—	東直輝	山田風太郎	203	連載		
2022 	39	13	きのう何食べた？	よしながふみ		225	連載		
2022 	39	14	ボールパークでつかまえて！	須賀達郎		241	連載		
2022 	39	15	この会社に好きな人がいます	榎本あかまる		253	連載		
2022 	39	16	マタギガンナー	Juan Albarran	藤本正二	265	連載		
2022 	39	17	夢てふものは頼みそめてき Daydream Believers	灰田高鴻		285	連載		
2022 	39	18	社外取締役 島耕作	弘兼憲史		305	連載		
2022 	39	19	定額制夫の「こづかい万歳」〜月額2万千円の金欠ライフ〜	吉本浩二		323	連載		
2022 	39	20	ガクサン	佐原実波		343	連載		
2022 	39	21	望郷太郎	山田芳裕		359	連載		
2022 	39	22	黒博物館 三日月よ、怪物と踊れ	藤田和日郎		383	連載		
2022 	39	23	ツイステッド・シスターズ	山下和美		401	連載		
2022 	39	24	シクジリンガーの猫	てらおか現象		415	連載		
2022 	39	25	楽屋のトナくん	矢部太郎		427	連載		
2022 	40	1	18=80	岩淵竜子		3	連載	C	新連載
2022 	40	2	昭和のグラゼニ	川	森高夕次	35	連載		
2022 	40	3	GIANT KILLING	ツジトモ		55	連載		
2022 	40	4	平和の国の島崎へ	瀬下猛	濱田轟天	72	連載	C	
2022 	40	5	宇宙兄弟	小山宙哉		95	連載		
2022 	40	6	吉原プラトニック	オキモト・シュウ	藤川よつ葉	123	連載		
2022 	40	7	アンメット—ある脳外科医の日記—	大月閑人	子鹿ゆずる	145	連載		
2022 	40	8	夢てふものは頼みそめてき Daydream Believers	灰田高鴻		165	連載		
2022 	40	9	とりぱん	とりのなん子		187	連載		
2022 	40	10	バトルスタディーズ	なきぼくろ		191	連載		
2022 	40	11	焼いてるふたり	ハナツカシオリ		209	連載		
2022 	40	12	望郷太郎	山田芳裕		225	連載		
2022 	40	13	この会社に好きな人がいます	榎本あかまる		247	連載		
2022 	40	14	警視庁草紙—風太郎明治劇場—	東直輝	山田風太郎	259	連載		
2022 	40	15	猫奥	山村東		285	連載		
2022 	40	16	出禁のモグラ	江口夏美		293	連載		
2022 	40	17	ワールドイズダンシング	三原和人		309	連載		
2022 	40	18	踊れ獅子堂賢	常喜寝太郎		327	連載		
2022 	40	19	黒博物館 三日月よ、怪物と踊れ	藤田和日郎		345	連載		
2022 	40	20	惑わない星	石川雅之		365	連載		
2022 	40	21	クッキングパパ	うえやまとち		377	連載		
2022 	40	22	地雷忍者るるの失恋	西瓜士		397	読み切り		
2022 	41	1	ジドリの女王～氏家真知子最後の取材～	トウテムポール		3	連載	C	新連載
2022 	41	2	アンメット—ある脳外科医の日記—	大月閑人	子鹿ゆずる	41	連載		
2022 	41	3	平和の国の島崎へ	瀬下猛	濱田轟天	61	連載		
2022 	41	4	焼いてるふたり	ハナツカシオリ		81	連載		
2022 	41	5	昭和のグラゼニ	川	森高夕次	97	連載		
2022 	41	6	18=80	岩淵竜子		119	連載		
2022 	41	7	社外取締役 島耕作	弘兼憲史		155	連載		
2022 	41	8	ボールパークでつかまえて！	須賀達郎		171	連載		
2022 	41	9	リエゾン〜こどものこころ診療所〜	ヨンチャン	竹村優作	187	連載		
2022 	41	10	シクジリンガーの猫	てらおか現象		207	連載		
2022 	41	11	望郷太郎	山田芳裕		217	連載		
2022 	41	12	踊れ獅子堂賢	常喜寝太郎		239	連載		
2022 	41	13	とりぱん	とりのなん子		257	連載		
2022 	41	14	バトルスタディーズ	なきぼくろ		261	連載		
2022 	41	15	黒博物館 三日月よ、怪物と踊れ	藤田和日郎		279	連載		
2022 	41	16	この会社に好きな人がいます	榎本あかまる		299	連載		
2022 	41	17	警視庁草紙—風太郎明治劇場—	東直輝	山田風太郎	313	連載		
2022 	41	18	マタギガンナー	Juan Albarran	藤本正二	337	連載		
2022 	41	19	ガクサン	佐原実波		359	連載		
2022 	41	20	ワールドイズダンシング	三原和人		377	連載		
2022 	41	21	クッキングパパ	うえやまとち		395	連載		
2022 	41	22	猫奥	山村東		413	連載		
2022 	42	1	今日もベランダで	糸川一成		3	連載	C	新連載
2022 	42	2	宇宙兄弟	小山宙哉		33	連載		
2022 	42	3	アンメット—ある脳外科医の日記—	大月閑人	子鹿ゆずる	53	連載		
2022 	42	4	艦隊のシェフ	萩原玲二	池田邦彦	75	連載		
2022 	42	5	夢てふものは頼みそめてき Daydream Believers	灰田高鴻		99	連載		
2022 	42	6	リエゾン〜こどものこころ診療所〜	ヨンチャン	竹村優作	121	連載		
2022 	42	7	平和の国の島崎へ	瀬下猛	濱田轟天	143	連載		
2022 	42	8	吉原プラトニック	オキモト・シュウ	藤川よつ葉	161	連載		
2022 	42	9	ジドリの女王～氏家真知子最後の取材～	トウテムポール		181	連載		
2022 	42	10	出禁のモグラ	江口夏美		217	連載		
2022 	42	11	とりぱん	とりのなん子		233	連載		
2022 	42	12	バトルスタディーズ	なきぼくろ		237	連載		
2022 	42	13	18=80	岩淵竜子		255	連載		
2022 	42	14	ボールパークでつかまえて！	須賀達郎		297	連載		
2022 	42	15	シクジリンガーの猫	てらおか現象		311	連載		
2022 	42	16	警視庁草紙—風太郎明治劇場—	東直輝	山田風太郎	321	連載		
2022 	42	17	誰も知らんがな	サライネス		343	出張掲載		
2022 	42	18	ツイステッド・シスターズ	山下和美		347	連載		
2022 	42	19	猫奥	山村東		361	連載		
2022 	42	20	BATMAN JUSTICE BUSTER	清水栄一・下口知裕		369	連載		
2022 	42	21	クッキングパパ	うえやまとち		391	連載		
2022 	42	22	楽屋のトナくん	矢部太郎		409	連載		
2022 	42	23	無能の鷹	はんざき朝来		419	出張掲載		
2022 	43	1	焼いてるふたり	ハナツカシオリ		3	連載		
2022 	43	2	今日もベランダで	糸川一成		23	連載		
2022 	43	3	艦隊のシェフ	萩原玲二	池田邦彦	41	連載		
2022 	43	4	ボールパークでつかまえて！	須賀達郎		65	連載		
2022 	43	5	リエゾン〜こどものこころ診療所〜	ヨンチャン	竹村優作	79	連載		
2022 	43	6	この会社に好きな人がいます	榎本あかまる		99	連載		
2022 	43	7	ジドリの女王～氏家真知子最後の取材～	トウテムポール		111	連載		
2022 	43	8	昭和のグラゼニ	川	森高夕次	133	連載		
2022 	43	9	上京生活録イチジョウ	三好智樹・瀬戸義明	萩原天晴	153	連載		
2022 	43	10	夢てふものは頼みそめてき Daydream Believers	灰田高鴻		171	連載		
2022 	43	11	とりぱん	とりのなん子		191	連載		
2022 	43	12	吉原プラトニック	オキモト・シュウ	藤川よつ葉	195	連載		
2022 	43	13	平和の国の島崎へ	瀬下猛	濱田轟天	215	連載		
2022 	43	14	社外取締役 島耕作	弘兼憲史		233	連載		
2022 	43	15	警視庁草紙—風太郎明治劇場—	東直輝	山田風太郎	249	連載		
2022 	43	16	ガクサン	佐原実波		271	連載		
2022 	43	17	バトルスタディーズ	なきぼくろ		289	連載		
2022 	43	18	黒博物館 三日月よ、怪物と踊れ	藤田和日郎		307	連載		
2022 	43	19	踊れ獅子堂賢	常喜寝太郎		325	連載		
2022 	43	20	マタギガンナー	Juan Albarran	藤本正二	343	連載		
2022 	43	21	シクジリンガーの猫	てらおか現象		365	連載		
2022 	43	22	ワールドイズダンシング	三原和人		375	連載		
2022 	43	23	ツイステッド・シスターズ	山下和美		393	連載		
2022 	43	24	楽屋のトナくん	矢部太郎		407	連載		
2022 	44	1	平和の国の島崎へ	瀬下猛	濱田轟天	3	連載	C	
2022 	44	2	焼いてるふたり	ハナツカシオリ		25	連載		
2022 	44	3	リエゾン〜こどものこころ診療所〜	ヨンチャン	竹村優作	41	連載		
2022 	44	4	紛争でしたら八田まで	田素弘		63	連載		
2022 	44	5	今日もベランダで	糸川一成		81	連載		
2022 	44	6	夢てふものは頼みそめてき Daydream Believers	灰田高鴻		95	連載		
2022 	44	7	18=80	岩淵竜子		115	連載		
2022 	44	8	吉原プラトニック	オキモト・シュウ	藤川よつ葉	131	連載		
2022 	44	9	ジドリの女王～氏家真知子最後の取材～	トウテムポール		51	連載		
2022 	44	10	この会社に好きな人がいます	榎本あかまる		171	連載		
2022 	44	11	アンメット—ある脳外科医の日記—	大月閑人	子鹿ゆずる	183	連載		
2022 	44	12	ボールパークでつかまえて！	須賀達郎		203	連載		
2022 	44	13	きのう何食べた？	よしながふみ		215	連載		
2022 	44	14	とりぱん	とりのなん子		233	連載		
2022 	44	15	バトルスタディーズ	なきぼくろ		237	連載		
2022 	44	16	警視庁草紙—風太郎明治劇場—	東直輝	山田風太郎	255	連載		
2022 	44	17	出禁のモグラ	江口夏美		279	連載		
2022 	44	18	昭和のグラゼニ	川	森高夕次	297	連載		
2022 	44	19	踊れ獅子堂賢	常喜寝太郎		317	連載		
2022 	44	20	黒博物館 三日月よ、怪物と踊れ	藤田和日郎		335	連載		
2022 	44	21	定額制夫の「こづかい万歳」〜月額2万千円の金欠ライフ〜	吉本浩二		355	連載		
2022 	44	22	ワールドイズダンシング	三原和人		375	連載		
2022 	44	23	ガクサン	佐原実波		395	連載		
2022 	44	24	楽屋のトナくん	矢部太郎		411	連載		
2022 	45	1	警視庁草紙—風太郎明治劇場—	東直輝	山田風太郎	3	連載	C	
2022 	45	2	焼いてるふたり	ハナツカシオリ		29	連載		
