年	号数	掲載順	タイトル	作者	原作者	頁	区分	カラー	備考
2022 	42	3	僕のヒーローアカデミア	堀越耕平		67	連載		
2022 	42	4	逃げ上手の若君	松井優征		83	連載		
2022 	42	5	僕とロボコ	宮崎周平		105	連載		
2022 	42	6	ギンカとリューナ	渡辺シンペイ		121	連載	C	
2022 	42	7	夜桜さんちの大作戦	権平ひつじ		147	連載		
2022 	42	8	ウィッチウォッチ	藤巻忠俊		167	連載		
2022 	42	9	PPPPPP	マボロ3号		187	連載		
2022 	42	10	大東京鬼嫁伝	仲間只一		211	連載		
2022 	42	11	あかね噺	馬上鷹将	末永裕樹	235	連載		
2022 	42	12	SAKAMOTO DAYS	鈴木祐斗		263	連載	C	
2022 	42	13	マッシュル-MASHLE-	甲本一		287	連載		
2022 	42	14	ブラッククローバー	田畠裕基		307	連載		
2022 	42	15	アンデッドアンラック	戸塚慶文		325	連載		
2022 	42	16	メイビーネクストタイム	本城藍斗		345	読み切り		
2022 	42	17	高校生家族	仲間りょう		361	連載		
2022 	42	18	すごいスマホ	肥田野健太郎	冨澤浩気	379	連載		
2022 	42	19	ALIENS AREA	那波歩才		401	連載		
2022 	43	1	僕のヒーローアカデミア	堀越耕平		4	連載	C	
2022 	43	2	SAKAMOTO DAYS	鈴木祐斗		43	連載		
2022 	43	3	ONE PIECE	尾田栄一郎		63	連載		
2022 	43	4	アオのハコ	三浦糀		81	連載		
2022 	43	5	呪術廻戦	芥見下々		103	連載		
2022 	43	6	僕とロボコ	宮崎周平		123	連載	C	
2022 	43	7	大東京鬼嫁伝	仲間只一		141	連載		
2022 	43	8	あかね噺	馬上鷹将	末永裕樹	161	連載		
2022 	43	9	ギンカとリューナ	渡辺シンペイ		181	連載		
2022 	43	10	絵に描いた餅を描いた餅	林快彦		205	読み切り	C	
2022 	43	11	高校生家族	仲間りょう		255	連載		
2022 	43	12	マッシュル-MASHLE-	甲本一		279	連載	C	
2022 	43	13	ウィッチウォッチ	藤巻忠俊		303	連載		
2022 	43	14	ゴッドハンド藪	林聖二		323	読み切り		
2022 	43	15	逃げ上手の若君	松井優征		341	連載		
2022 	43	16	夜桜さんちの大作戦	権平ひつじ		367	連載		
2022 	43	17	PPPPPP	マボロ3号		387	連載		
2022 	43	18	アンデッドアンラック	戸塚慶文		409	連載		
2022 	43	19	ALIENS AREA	那波歩才		429	連載		
2022 	43	20	すごいスマホ	肥田野健太郎	冨澤浩気	449	連載		
2022 	44	1	アオのハコ	三浦糀		9	連載	C	
2022 	44	2	SAKAMOTO DAYS	鈴木祐斗		59	連載		
2022 	44	3	呪術廻戦	芥見下々		81	連載		
2022 	44	4	僕のヒーローアカデミア	堀越耕平		101	連載	C	
2022 	44	5	ギンカとリューナ	渡辺シンペイ		119	連載		
2022 	44	6	あかね噺	馬上鷹将	末永裕樹	139	連載		
2022 	44	7	ウィッチウォッチ	藤巻忠俊		159	連載		
2022 	44	8	大東京鬼嫁伝	仲間只一		179	連載		
2022 	44	9	根暗闇蔵	山本元輝		199	読み切り	C	
2022 	44	10	ブラッククローバー	田畠裕基		247	連載		
2022 	44	11	僕とロボコ	宮崎周平		281	連載	C	
2022 	44	12	逃げ上手の若君	松井優征		299	連載		
2022 	44	13	夜桜さんちの大作戦	権平ひつじ		319	連載		
2022 	44	14	アンデッドアンラック	戸塚慶文		339	連載		
2022 	44	15	マッシュル-MASHLE-	甲本一		359	連載		
2022 	44	16	PPPPPP	マボロ3号		379	連載		
2022 	44	17	すごいスマホ	肥田野健太郎	冨澤浩気	399	連載		
2022 	44	18	忍野さんは耐え忍ぶ	川村和		419	読み切り		
2022 	44	19	ALIENS AREA	那波歩才		435	連載		
2022 	44	20	高校生家族	仲間りょう		455	連載		
2022 	45	1	夜桜さんちの大作戦	権平ひつじ		3	連載	C	
2022 	45	2	ONE PIECE	尾田栄一郎		53	連載		
2022 	45	3	呪術廻戦	芥見下々		73	連載		
2022 	45	4	ブラッククローバー	田畠裕基		95	連載	C	
2022 	45	5	SAKAMOTO DAYS	鈴木祐斗		115	連載		
2022 	45	6	僕のヒーローアカデミア	堀越耕平		135	連載		
2022 	45	7	大文寺と問題児	佐世保太郎		151	出張掲載		
2022 	45	8	LIFE LIAR FROM HELL	林守大		161	読み切り	C	
2022 	45	9	高校生家族	仲間りょう		219	連載	C	
2022 	45	10	大東京鬼嫁伝	仲間只一		237	連載		
2022 	45	11	アオのハコ	三浦糀		257	連載		
2022 	45	12	ギンカとリューナ	渡辺シンペイ		277	連載		
2022 	45	13	あかね噺	馬上鷹将	末永裕樹	297	連載		
2022 	45	14	ウィッチウォッチ	藤巻忠俊		317	連載		
2022 	45	15	PPPPPP	マボロ3号		337	連載		
2022 	45	16	僕とロボコ	宮崎周平		357	連載		
2022 	45	17	逃げ上手の若君	松井優征		373	連載		
2022 	45	18	アンデッドアンラック	戸塚慶文		393	連載		
2022 	45	19	マッシュル-MASHLE-	甲本一		413	連載		
2022 	45	20	ALIENS AREA	那波歩才		433	連載		
2022 	45	21	すごいスマホ	肥田野健太郎	冨澤浩気	453	連載		
2022 	46	1	SAKAMOTO DAYS	鈴木祐斗		3	連載	C	
2022 	46	2	呪術廻戦	芥見下々		45	連載		
2022 	46	3	ONE PIECE	尾田栄一郎		65	連載		
2022 	46	4	あかね噺	馬上鷹将	末永裕樹	87	連載	C	
2022 	46	5	アオのハコ	三浦糀		109	連載		
2022 	46	6	ギンカとリューナ	渡辺シンペイ		131	連載		
2022 	46	7	NEON VAMPIRE	TSCR		153	読み切り	C	
2022 	46	8	大東京鬼嫁伝	仲間只一		201	連載		
2022 	46	9	マッシュル-MASHLE-	甲本一		221	連載		
2022 	46	10	大文寺と問題児	佐世保太郎		241	出張掲載		
2022 	46	11	ウィッチウォッチ	藤巻忠俊		267	連載	C	
2022 	46	12	アンデッドアンラック	戸塚慶文		289	連載		
2022 	46	13	逃げ上手の若君	松井優征		309	連載		
2022 	46	14	僕とロボコ	宮崎周平		329	連載		
2022 	46	15	PPPPPP	マボロ3号		345	連載		
2022 	46	16	夜桜さんちの大作戦	権平ひつじ		365	連載		
2022 	46	17	ブラッククローバー	田畠裕基		385	連載		
2022 	46	18	ALIENS AREA	那波歩才		403	連載		
2022 	46	19	高校生家族	仲間りょう		423	連載		
2022 	46	20	すごいスマホ	肥田野健太郎	冨澤浩気	439	連載		最終回
2022 	47	1	あかね噺	馬上鷹将	末永裕樹	5	連載	C	
2022 	47	2	逃げ上手の若君	松井優征		49	連載		
2022 	47	3	ONE PIECE	尾田栄一郎		71	連載		
2022 	47	4	HUNTER×HUNTER	冨樫義博		91	連載	C	連載再開
2022 	47	5	SAKAMOTO DAYS	鈴木祐斗		113	連載		
2022 	47	6	僕のヒーローアカデミア	堀越耕平		133	連載		
2022 	47	7	アオのハコ	三浦糀		149	連載		
2022 	47	8	大東京鬼嫁伝	仲間只一		169	連載		
2022 	47	9	恋の曜日の世崎さん	白咲しろくま		189	読み切り	C	
2022 	47	10	高校生家族	仲間りょう		237	連載	C	
2022 	47	11	アンデッドアンラック	戸塚慶文		263	連載		
2022 	47	12	ギンカとリューナ	渡辺シンペイ		287	連載		
2022 	47	13	ウィッチウォッチ	藤巻忠俊		307	連載		
2022 	47	14	僕とロボコ	宮崎周平		329	連載		
2022 	47	15	夜桜さんちの大作戦	権平ひつじ		353	連載		
2022 	47	16	PPPPPP	マボロ3号		373	連載		
2022 	47	17	龍と僵尸	倉菌紀彦		393	読み切り		
2022 	47	18	マッシュル-MASHLE-	甲本一		413	連載		
2022 	47	19	ALIENS AREA	那波歩才		433	連載		最終回
2022 	48	1	PPPPPP	マボロ3号		5	連載	C	
2022 	48	2	SAKAMOTO DAYS	鈴木祐斗		47	連載		
2022 	48	3	呪術廻戦	芥見下々		69	連載		
2022 	48	4	マッシュル-MASHLE-	甲本一		91	連載	C	
2022 	48	5	ウィッチウォッチ	藤巻忠俊		113	連載		
2022 	48	6	僕のヒーローアカデミア	堀越耕平		133	連載		
2022 	48	7	アオのハコ	三浦糀		149	連載		
2022 	48	8	あかね噺	馬上鷹将	末永裕樹	169	連載		
2022 	48	9	隣の小副川	鍋ヒデアキ		189	 読み切り		
2022 	48	10	僕とロボコ	宮崎周平		237	連載		
2022 	48	11	大東京鬼嫁伝	仲間只一		263	連載	C	
2022 	48	12	逃げ上手の若君	松井優征		285	連載		
2022 	48	13	ギンカとリューナ	渡辺シンペイ		305	連載		
2022 	48	14	筋肉探偵	ワイパー加藤		325	読み切り		
2022 	48	15	HUNTER×HUNTER	冨樫義博		341	連載		
2022 	48	16	夜桜さんちの大作戦	権平ひつじ		361	連載		
2022 	48	17	アンデッドアンラック	戸塚慶文		383	連載		
2022 	48	18	ブラッククローバー	田畠裕基		405	連載		
2022 	48	19	高校生家族	仲間りょう		425	連載		
2022 	49	1	ONE PIECE	尾田栄一郎		4	連載	C	
2022 	49	2	アオのハコ	三浦糀		43	連載		
2022 	49	3	僕とロボコ	宮崎周平		63	連載		
2022 	49	4	SAKAMOTO DAYS	鈴木祐斗		79	連載		
2022 	49	5	呪術廻戦	芥見下々		99	連載		
2022 	49	6	あかね噺	馬上鷹将	末永裕樹	121	連載	C	
2022 	49	7	ウィッチウォッチ	藤巻忠俊		143	連載		
2022 	49	8	逃げ上手の若君	松井優征		165	連載		
2022 	49	9	あやしのあやし	田中美帆		187	読み切り	C	
2022 	49	10	ブラッククローバー	田畠裕基		235	連載		
2022 	49	11	ギンカとリューナ	渡辺シンペイ		269	連載	C	
2022 	49	12	大東京鬼嫁伝	仲間只一		291	連載		
2022 	49	13	僕のヒーローアカデミア	堀越耕平		311	連載		
2022 	49	14	夜桜さんちの大作戦	権平ひつじ		327	連載		
2022 	49	15	PPPPPP	マボロ3号		347	連載		
2022 	49	16	HUNTER×HUNTER	冨樫義博		367	連載		
2022 	49	17	アンデッドアンラック	戸塚慶文		387	連載		
2022 	49	18	高校生家族	仲間りょう		407	連載		
2022 	49	19	さっちゃんは石になった	逸茂エルク		423	読み切り		
2022 	49	20	マッシュル-MASHLE-	甲本一		439	連載		
2022 	50	1	一ノ瀬家の大罪	タイザン5		3	連載	C	新連載
2022 	50	2	あかね噺	馬上鷹将	末永裕樹	77	連載		
2022 	50	3	ONE PIECE	尾田栄一郎		99	連載		
2022 	50	4	SAKAMOTO DAYS	鈴木祐斗		119	連載	C	
2022 	50	5	アオのハコ	三浦糀		143	連載		
2022 	50	6	呪術廻戦	芥見下々		165	連載		
2022 	50	7	ウィッチウォッチ	藤巻忠俊		193	連載	C	
2022 	50	8	マッシュル-MASHLE-	甲本一		215	連載		
2022 	50	9	夜桜さんちの大作戦	権平ひつじ		235	連載		
2022 	50	10	ギンカとリューナ	渡辺シンペイ		255	連載		
2022 	50	11	高校生家族	仲間りょう		275	連載		
2022 	50	12	僕とロボコ	宮崎周平		291	連載		
2022 	50	13	逃げ上手の若君	松井優征		311	連載		
2022 	50	14	大東京鬼嫁伝	仲間只一		331	連載		
2022 	50	15	HUNTER×HUNTER	冨樫義博		351	連載		
2022 	50	16	化けニャンコマスター梅吉	内山貴		373	読み切り		
2022 	50	17	PPPPPP	マボロ3号		389	連載		
2022 	50	18	噂の毛野くん	緑水刀		411	読み切り		
2022 	50	19	アンデッドアンラック	戸塚慶文		429	連載		
2022 	51	1	暗号学園のいろは	岩崎優次	西尾維新	9	連載	C	新連載
2022 	51	2	SAKAMOTO DAYS	鈴木祐斗		89	連載		
2022 	51	3	ONE PIECE	尾田栄一郎		109	連載		
2022 	51	4	一ノ瀬家の大罪	タイザン5		129	連載	C	
2022 	51	5	ウィッチウォッチ	藤巻忠俊		155	連載		
2022 	51	6	アオのハコ	三浦糀		175	連載		
2022 	51	7	僕のヒーローアカデミア	堀越耕平		203	連載	C	
2022 	51	8	逃げ上手の若君	松井優征		221	連載		
2022 	51	9	僕とロボコ	宮崎周平		247	連載		
2022 	51	10	あかね噺	馬上鷹将	末永裕樹	263	連載		
2022 	51	11	アンデッドアンラック	戸塚慶文		285	連載	C	
2022 	51	12	ギンカとリューナ	渡辺シンペイ		307	連載		
2022 	51	13	HUNTER×HUNTER	冨樫義博		327	連載		
2022 	51	14	大東京鬼嫁伝	仲間只一		347	連載		
2022 	51	15	高校生家族	仲間りょう		367	連載		
2022 	51	16	マッシュル-MASHLE-	甲本一		383	連載		
2022 	51	17	夜桜さんちの大作戦	権平ひつじ		403	連載		
2022 	51	18	PPPPPP	マボロ3号		423	連載		
2022 	52	1	イチゴーキ！操縦中	林聖二		3	連載	C	新連載
2022 	52	2	呪術廻戦	芥見下々		61	連載		
2022 	52	3	あかね噺	馬上鷹将	末永裕樹	81	連載		
2022 	52	4	SAKAMOTO DAYS	鈴木祐斗		101	連載		
2022 	52	5	暗号学園のいろは	岩崎優次	西尾維新	123	連載	C	
2022 	52	6	ウィッチウォッチ	藤巻忠俊		149	連載		
2022 	52	7	僕のヒーローアカデミア	堀越耕平		169	連載		
2022 	52	8	アオのハコ	三浦糀		197	連載	C	
2022 	52	9	一ノ瀬家の大罪	タイザン5		219	連載		
2022 	52	10	逃げ上手の若君	松井優征		243	連載		
2022 	52	11	僕とロボコ	宮崎周平		263	連載	C	
2022 	52	12	ギンカとリューナ	渡辺シンペイ		281	連載		
2022 	52	13	HUNTER×HUNTER	冨樫義博		301	連載		
2022 	52	14	夜桜さんちの大作戦	権平ひつじ		321	連載		
2022 	52	15	アンデッドアンラック	戸塚慶文		341	連載		
2022 	52	16	PPPPPP	マボロ3号		361	連載		
2022 	52	17	ブラッククローバー	田畠裕基		381	連載		
2022 	52	18	マッシュル-MASHLE-	甲本一		399	連載		
2022 	52	19	高校生家族	仲間りょう		419	連載		
2022 	52	20	大東京鬼嫁伝	仲間只一		435	連載		
