年	号数	掲載順	タイトル	作者	原作者	頁	区分	カラー	備考
2022 	04-05	3	葬送のフリーレン	アベツカサ	山田鐘人	97	連載		
2022 	04-05	4	魔王城でおやすみ	熊之股鍵次		115	連載		
2022 	04-05	5	よふかしうのうた	コトヤマ		125	連載		
2022 	04-05	6	舞妓さんちのまかないさん	小山愛子		141	連載		
2022 	04-05	7	白山さんと三田さん	くさかべゆうへい		151	連載	C	
2022 	04-05	8	MAO	高橋留美子		177	連載		
2022 	04-05	9	シブヤニアファミリー	久米田康治		195	連載		
2022 	04-05	10	はじめラブコメ オガペペ	おきらくボーイ		201	連載		
2022 	04-05	11	古見さんは、コミュ症です。	オダトモヒト		217	連載		
2022 	04-05	12	BE BLUES!	田中モトユキ		235	連載		
2022 	04-05	13	トニカクカワイイ	畑健二郎		253	連載		
2022 	04-05	14	君は008	松江名俊		271	連載		
2022 	04-05	15	龍と苺	柳本光晴		293	 連載		
2022 	04-05	16	保安官エヴァンスの嘘	栗山ミヅキ		313	連載	C	
2022 	04-05	17	かけあうつきひ	福井セイ		335	連載		
2022 	04-05	18	あおざくら 防衛大学校物語	二階堂ヒカル		351	連載		
2022 	04-05	19	アラタカンガタリ〜革神語〜	渡瀬悠宇		369	連載		
2022 	04-05	20	蒼穹のアリアドネ	八木教広		387	連載		
2022 	04-05	21	第九の波濤	草場道輝		409	連載		
2022 	04-05	22	バイロケーターズ	田辺狭介		427	連載		
2022 	04-05	23	十勝ひとりぼっち農園	横山裕二		446	連載		
2022 	06	1	タイフウリリーフ	茂木ヨモギ		11	連載	C	新連載
2022 	06	2	葬送のフリーレン	アベツカサ	山田鐘人	67	連載		
2022 	06	3	帝乃三姉妹は案外、チョロい	ひらかわあや		85	連載	C	
2022 	06	4	魔王城でおやすみ	熊之股鍵次		123	連載		
2022 	06	5	龍と苺	柳本光晴		133	連載		
2022 	06	6	白山さんと三田さん	くさかべゆうへい		151	連載		
2022 	06	7	古見さんは、コミュ症です。	オダトモヒト		171	連載		
2022 	06	8	MAO	高橋留美子		179	連載		
2022 	06	9	BE BLUES!	田中モトユキ		197	連載		
2022 	06	10	片岡さんのもう片方	福地翼		215	読み切り	C	
2022 	06	11	よふかしうのうた	コトヤマ		247	連載		
2022 	06	12	はじめラブコメ オガペペ	おきらくボーイ		265	連載		
2022 	06	13	シブヤニアファミリー	久米田康治		281	連載		
2022 	06	14	君は008	松江名俊		287	連載		
2022 	06	15	舞妓さんちのまかないさん	小山愛子		309	連載		
2022 	06	16	トニカクカワイイ	畑健二郎		319	連載		
2022 	06	17	かけあうつきひ	福井セイ		329	連載		
2022 	06	18	あおざくら 防衛大学校物語	二階堂ヒカル		345	連載		
2022 	06	19	アラタカンガタリ〜革神語〜	渡瀬悠宇		365	連載		
2022 	06	20	第九の波濤	草場道輝		387	連載		
2022 	06	21	保安官エヴァンスの嘘	栗山ミヅキ		409	連載		
2022 	06	22	バイロケーターズ	田辺狭介		423	連載		
2022 	06	23	十勝ひとりぼっち農園	横山裕二		442	連載		
2022 	07	1	レッドブルー	波切敦		9	連載	C	新連載
2022 	07	2	トニカクカワイイ	畑健二郎		51	連載		
2022 	07	3	葬送のフリーレン	アベツカサ	山田鐘人	59	連載		
2022 	07	4	シブヤニアファミリー	久米田康治		77	連載		
2022 	07	5	MAO	高橋留美子		83	連載	C	
2022 	07	6	魔王城でおやすみ	熊之股鍵次		105	連載		
2022 	07	7	帝乃三姉妹は案外、チョロい	ひらかわあや		115	連載		
2022 	07	8	舞妓さんちのまかないさん	小山愛子		141	連載		
2022 	07	9	タイフウリリーフ	茂木ヨモギ		151	連載		
2022 	07	10	古見さんは、コミュ症です。	オダトモヒト		191	連載		
2022 	07	11	よふかしうのうた	コトヤマ		199	連載		
2022 	07	12	白山さんと三田さん	くさかべゆうへい		215	連載		
2022 	07	13	龍と苺	柳本光晴		233	連載		
2022 	07	14	君は008	松江名俊		251	連載		
2022 	07	15	かけあうつきひ	福井セイ		273	連載		
2022 	07	16	あおざくら 防衛大学校物語	二階堂ヒカル		289	連載		
2022 	07	17	はじめラブコメ オガペペ	おきらくボーイ		307	連載		
2022 	07	18	保安官エヴァンスの嘘	栗山ミヅキ		325	連載		
2022 	07	19	蒼穹のアリアドネ	八木教広		339	連載		
2022 	07	20	バイロケーターズ	田辺狭介		357	連載		
2022 	07	21	アラタカンガタリ〜革神語〜	渡瀬悠宇		375	連載		
2022 	07	22	十勝ひとりぼっち農園	横山裕二		394	連載		
2022 	08	1	ラストカルテ―法獣医学者 当麻健匠の記憶―	浅山わかび		9	連載	C	新連載
2022 	08	2	シブヤニアファミリー	久米田康治		75	連載		
2022 	08	3	葬送のフリーレン	アベツカサ	山田鐘人	81	連載		
2022 	08	4	名探偵コナン	青山剛昌		99	連載		
2022 	08	5	タイフウリリーフ	茂木ヨモギ		115	連載	C	
2022 	08	6	魔王城でおやすみ	熊之股鍵次		139	連載		
2022 	08	7	帝乃三姉妹は案外、チョロい	ひらかわあや		149	連載		
2022 	08	8	古見さんは、コミュ症です。	オダトモヒト		169	連載		
2022 	08	9	レッドブルー	波切敦		187	連載		
2022 	08	10	MAO	高橋留美子		205	連載		
2022 	08	11	君は008	松江名俊		223	連載		
2022 	08	12	はじめラブコメ オガペペ	おきらくボーイ		245	連載	C	
2022 	08	13	かけあうつきひ	福井セイ		263	連載	C	
2022 	08	14	トニカクカワイイ	畑健二郎		279	連載		
2022 	08	15	よふかしうのうた	コトヤマ		297	連載		
2022 	08	16	あおざくら 防衛大学校物語	二階堂ヒカル		315	連載		
2022 	08	17	龍と苺	柳本光晴		331	連載		
2022 	08	18	BE BLUES!	田中モトユキ		349	連載		
2022 	08	19	白山さんと三田さん	くさかべゆうへい		367	連載		
2022 	08	20	保安官エヴァンスの嘘	栗山ミヅキ		385	連載		
2022 	08	21	第九の波濤	草場道輝		399	連載		
2022 	08	22	バイロケーターズ	田辺狭介		419	連載		
2022 	08	23	アラタカンガタリ〜革神語〜	渡瀬悠宇		437	連載		
2022 	08	24	蒼穹のアリアドネ	八木教広		455	連載		
2022 	08	25	十勝ひとりぼっち農園	横山裕二		476	連載		
2022 	09	1	MAO	高橋留美子		7	連載	C	
2022 	09	2	葬送のフリーレン	アベツカサ	山田鐘人	49	連載		
2022 	09	3	名探偵コナン	青山剛昌		67	連載		
2022 	09	4	シブヤニアファミリー	久米田康治		83	連載		
2022 	09	5	帝乃三姉妹は案外、チョロい	ひらかわあや		89	連載		
2022 	09	6	ラストカルテ―法獣医学者 当麻健匠の記憶―	浅山わかび		109	連載		
2022 	09	7	レッドブルー	波切敦		145	連載		
2022 	09	8	トニカクカワイイ	畑健二郎		165	連載		
2022 	09	9	よふかしうのうた	コトヤマ		183	連載		
2022 	09	10	タイフウリリーフ	茂木ヨモギ		199	連載		
2022 	09	11	舞妓さんちのまかないさん	小山愛子		217	連載		
2022 	09	12	君は008	松江名俊		227	連載		
2022 	09	13	〜異伝・絵本草子〜 半妖の夜叉姫	椎名高志		249	出張掲載	C	
2022 	09	14	かけあうつきひ	福井セイ		317	連載		
2022 	09	15	龍と苺	柳本光晴		333	連載		
2022 	09	16	白山さんと三田さん	くさかべゆうへい		351	連載		
2022 	09	17	はじめラブコメ オガペペ	おきらくボーイ		369	連載		
2022 	09	18	魔王城でおやすみ	熊之股鍵次		385	連載		
2022 	09	19	BE BLUES!	田中モトユキ		395	連載		
2022 	09	20	保安官エヴァンスの嘘	栗山ミヅキ		413	連載		
2022 	09	21	第九の波濤	草場道輝		427	連載		
2022 	09	22	アラタカンガタリ〜革神語〜	渡瀬悠宇		445	連載		
2022 	09	23	蒼穹のアリアドネ	八木教広		467	連載		
2022 	09	24	バイロケーターズ	田辺狭介		491	連載		
2022 	09	25	十勝ひとりぼっち農園	横山裕二		510	連載		
2022 	10	1	名探偵コナン	青山剛昌		11	連載	C	
2022 	10	2	かけあうつきひ	福井セイ		27	連載		
2022 	10	3	シブヤニアファミリー	久米田康治		43	連載		
2022 	10	4	帝乃三姉妹は案外、チョロい	ひらかわあや		51	連載		
2022 	10	5	ラストカルテ―法獣医学者 当麻健匠の記憶―	浅山わかび		75	連載	C	
2022 	10	6	舞妓さんちのまかないさん	小山愛子		111	連載		
2022 	10	7	古見さんは、コミュ症です。	オダトモヒト		121	連載		
2022 	10	8	レッドブルー	波切敦		139	連載		
2022 	10	9	MAO	高橋留美子		157	連載		
2022 	10	10	よふかしうのうた	コトヤマ		175	連載		
2022 	10	11	龍と苺	柳本光晴		193	連載		
2022 	10	12	タイフウリリーフ	茂木ヨモギ		211	連載		
2022 	10	13	魔王城でおやすみ	熊之股鍵次		229	連載		
2022 	10	14	君は008	松江名俊		239	連載		
2022 	10	15	白山さんと三田さん	くさかべゆうへい		261	連載		
2022 	10	16	あおざくら 防衛大学校物語	二階堂ヒカル		283	連載		
2022 	10	17	保安官エヴァンスの嘘	栗山ミヅキ		301	連載		
2022 	10	18	BE BLUES!	田中モトユキ		315	連載		
2022 	10	19	はじめラブコメ オガペペ	おきらくボーイ		333	連載		
2022 	10	20	蒼穹のアリアドネ	八木教広		353	連載		
2022 	10	21	第九の波濤	草場道輝		371	連載		
2022 	10	22	アラタカンガタリ〜革神語〜	渡瀬悠宇		393	連載		
2022 	10	23	バイロケーターズ	田辺狭介		411	連載		最終回
2022 	10	24	十勝ひとりぼっち農園	横山裕二		430	連載		
2022 	11	1	レッドブルー	波切敦		17	連載	C	
2022 	11	2	古見さんは、コミュ症です。	オダトモヒト		35	連載		
2022 	11	3	ラストカルテ―法獣医学者 当麻健匠の記憶―	浅山わかび		53	連載		
2022 	11	4	よふかしうのうた	コトヤマ		79	連載		
2022 	11	5	葬送のフリーレン	アベツカサ	山田鐘人	97	連載		
2022 	11	6	白山さんと三田さん	くさかべゆうへい		115	連載	C	
2022 	11	7	シブヤニアファミリー	久米田康治		133	連載		
2022 	11	8	舞妓さんちのまかないさん	小山愛子		139	連載		
2022 	11	9	君は008	松江名俊		149	連載		
2022 	11	10	帝乃三姉妹は案外、チョロい	ひらかわあや		173	連載		
2022 	11	11	タイフウリリーフ	茂木ヨモギ		191	連載		
2022 	11	12	トニカクカワイイ	畑健二郎		209	連載		
2022 	11	13	MAO	高橋留美子		227	連載		
2022 	11	14	BE BLUES!	田中モトユキ		245	連載		
2022 	11	15	はじめラブコメ オガペペ	おきらくボーイ		263	連載		
2022 	11	16	龍と苺	柳本光晴		279	連載		
2022 	11	17	魔王城でおやすみ	熊之股鍵次		297	連載		
2022 	11	18	あおざくら 防衛大学校物語	二階堂ヒカル		309	連載		
2022 	11	19	かけあうつきひ	福井セイ		327	連載		
2022 	11	20	アラタカンガタリ〜革神語〜	渡瀬悠宇		345	連載		
2022 	11	21	保安官エヴァンスの嘘	栗山ミヅキ		363	連載		
2022 	11	22	蒼穹のアリアドネ	八木教広		377	連載		
2022 	11	23	十勝ひとりぼっち農園	横山裕二		394	連載		
2022 	12	1	トニカクカワイイ	畑健二郎		12	連載	C	
2022 	12	2	葬送のフリーレン	アベツカサ	山田鐘人	37	連載		
2022 	12	3	MAO	高橋留美子		55	連載		
2022 	12	4	帝乃三姉妹は案外、チョロい	ひらかわあや		73	連載		
2022 	12	5	よふかしうのうた	コトヤマ		91	連載		
2022 	12	6	魔王城でおやすみ	熊之股鍵次		107	連載		
2022 	12	7	ラストカルテ―法獣医学者 当麻健匠の記憶―	浅山わかび		117	連載	C	
2022 	12	8	舞妓さんちのまかないさん	小山愛子		141	連載		
2022 	12	9	タイフウリリーフ	茂木ヨモギ		151	連載	C	
2022 	12	10	古見さんは、コミュ症です。	オダトモヒト		173	連載		
2022 	12	11	君は008	松江名俊		191	連載		
2022 	12	12	龍と苺	柳本光晴		213	連載		
2022 	12	13	白山さんと三田さん	くさかべゆうへい		231	連載		
2022 	12	14	レッドブルー	波切敦		249	連載		
2022 	12	15	かけあうつきひ	福井セイ		265	連載		
2022 	12	16	あおざくら 防衛大学校物語	二階堂ヒカル		281	連載		
2022 	12	17	保安官エヴァンスの嘘	栗山ミヅキ		299	連載		
2022 	12	18	はじめラブコメ オガペペ	おきらくボーイ		313	連載		
2022 	12	19	蒼穹のアリアドネ	八木教広		329	連載		
2022 	12	20	アラタカンガタリ〜革神語〜	渡瀬悠宇		349	連載		
2022 	12	21	第九の波濤	草場道輝		371	連載		
2022 	12	22	十勝ひとりぼっち農園	横山裕二		394	連載		
2022 	13	1	名探偵コナン ゼロの日常	新井隆広		25	連載		
2022 	13	2	古見さんは、コミュ症です。	オダトモヒト		37	連載		
2022 	13	3	葬送のフリーレン	アベツカサ	山田鐘人	55	連載		
2022 	13	4	よふかしうのうた	コトヤマ		73	連載		
2022 	13	5	ラストカルテ―法獣医学者 当麻健匠の記憶―	浅山わかび		89	連載		
2022 	13	6	魔王城でおやすみ	熊之股鍵次		107	連載		
2022 	13	7	MAO	高橋留美子		117	連載		
2022 	13	8	トニカクカワイイ	畑健二郎		135	連載		
2022 	13	9	蒼穹のアリアドネ	八木教広		153	連載	C	
2022 	13	10	シブヤニアファミリー	久米田康治		173	連載		
2022 	13	11	帝乃三姉妹は案外、チョロい	ひらかわあや		179	連載		
2022 	13	12	君は008	松江名俊		197	連載		
2022 	13	13	タイフウリリーフ	茂木ヨモギ		219	連載		
2022 	13	14	龍と苺	柳本光晴		237	連載		
2022 	13	15	白山さんと三田さん	くさかべゆうへい		255	連載		
2022 	13	16	レッドブルー	波切敦		273	連載		
2022 	13	17	かけあうつきひ	福井セイ		293	連載		
2022 	13	18	BE BLUES!	田中モトユキ		309	連載		
2022 	13	19	はじめラブコメ オガペペ	おきらくボーイ		327	連載		
2022 	13	20	あおざくら 防衛大学校物語	二階堂ヒカル		347	連載		
2022 	13	21	第九の波濤	草場道輝		373	連載		
2022 	13	22	アラタカンガタリ〜革神語〜	渡瀬悠宇		393	連載		
2022 	13	23	十勝ひとりぼっち農園	横山裕二		412	連載		
2022 	14	1	古見さんは、コミュ症です。	オダトモヒト		20	連載	C	
2022 	14	2	名探偵コナン	青山剛昌		39	連載		
2022 	14	3	ラストカルテ―法獣医学者 当麻健匠の記憶―	浅山わかび		55	連載		
2022 	14	4	シブヤニアファミリー	久米田康治		73	連載		
2022 	14	5	レッドブルー	波切敦		79	連載		
2022 	14	6	帝乃三姉妹は案外、チョロい	ひらかわあや		99	連載		
2022 	14	7	よふかしうのうた	コトヤマ		119	連載		
2022 	14	8	MAO	高橋留美子		135	連載		
2022 	14	9	舞妓さんちのまかないさん	小山愛子		153	連載		
2022 	14	10	トニカクカワイイ	畑健二郎		163	連載		
2022 	14	11	龍と苺	柳本光晴		181	連載		
2022 	14	12	タイフウリリーフ	茂木ヨモギ		199	連載		
2022 	14	13	魔王城でおやすみ	熊之股鍵次		217	連載		
2022 	14	14	第九の波濤	草場道輝		227	連載		
2022 	14	15	白山さんと三田さん	くさかべゆうへい		247	連載		
2022 	14	16	君は008	松江名俊		265	連載		
2022 	14	17	かけあうつきひ	福井セイ		287	連載		
2022 	14	18	BE BLUES!	田中モトユキ		303	連載		
2022 	14	19	アラタカンガタリ〜革神語〜	渡瀬悠宇		325	連載		
2022 	14	20	保安官エヴァンスの嘘	栗山ミヅキ		343	連載		
2022 	14	21	蒼穹のアリアドネ	八木教広		357	連載		
2022 	14	22	はじめラブコメ オガペペ	おきらくボーイ		375	連載		
2022 	14	23	十勝ひとりぼっち農園	横山裕二		392	連載		
2022 	15	1	龍と苺	柳本光晴		13	連載	C	
2022 	15	2	舞妓さんちのまかないさん	小山愛子		37	連載		
2022 	15	3	名探偵コナン	青山剛昌		47	連載		
2022 	15	4	葬送のフリーレン	アベツカサ	山田鐘人	63	連載		
2022 	15	5	よふかしうのうた	コトヤマ		81	連載		
2022 	15	6	ラストカルテ―法獣医学者 当麻健匠の記憶―	浅山わかび		97	連載		
2022 	15	7	古見さんは、コミュ症です。	オダトモヒト		115	連載		
2022 	15	8	魔王城でおやすみ	熊之股鍵次		133	連載		
2022 	15	9	レッドブルー	波切敦		143	連載		
2022 	15	10	MAO	高橋留美子		161	連載		
2022 	15	11	妖夫婦浪漫	ミナミ		179	短期集中連載	C	新連載
2022 	15	12	タイフウリリーフ	茂木ヨモギ		211	連載		
2022 	15	13	帝乃三姉妹は案外、チョロい	ひらかわあや		229	連載		
2022 	15	14	シブヤニアファミリー	久米田康治		247	連載		
2022 	15	15	君は008	松江名俊		253	連載		
2022 	15	16	かけあうつきひ	福井セイ		275	連載		
2022 	15	17	あおざくら 防衛大学校物語	二階堂ヒカル		293	連載		
2022 	15	18	保安官エヴァンスの嘘	栗山ミヅキ		311	連載		
2022 	15	19	BE BLUES!	田中モトユキ		325	連載		
2022 	15	20	白山さんと三田さん	くさかべゆうへい		343	連載		
2022 	15	21	はじめラブコメ オガペペ	おきらくボーイ		361	連載		
2022 	15	22	アラタカンガタリ〜革神語〜	渡瀬悠宇		377	連載		
2022 	15	23	十勝ひとりぼっち農園	横山裕二		396	連載		
2022 	16	1	帝乃三姉妹は案外、チョロい	ひらかわあや		3	連載	C	
2022 	16	2	名探偵コナン	青山剛昌		35	連載		
2022 	16	3	トニカクカワイイ	畑健二郎		51	連載		
2022 	16	4	舞妓さんちのまかないさん	小山愛子		69	連載		
2022 	16	5	ラストカルテ―法獣医学者 当麻健匠の記憶―	浅山わかび		79	連載		
2022 	16	6	葬送のフリーレン	アベツカサ	山田鐘人	97	連載		
2022 	16	7	MAO	高橋留美子		116	連載	C	
2022 	16	8	名探偵コナン ゼロの日常	新井隆広		135	連載		
2022 	16	9	レッドブルー	波切敦		147	連載		
2022 	16	10	よふかしうのうた	コトヤマ		165	連載		
2022 	16	11	龍と苺	柳本光晴		185	連載		
2022 	16	12	魔王城でおやすみ	熊之股鍵次		203	連載	C	
2022 	16	13	白山さんと三田さん	くさかべゆうへい		219	連載		
2022 	16	14	古見さんは、コミュ症です。	オダトモヒト		237	連載		
2022 	16	15	シブヤニアファミリー	久米田康治		267	連載		
2022 	16	16	BE BLUES!	田中モトユキ		273	連載		
2022 	16	17	タイフウリリーフ	茂木ヨモギ		293	連載		
2022 	16	18	かけあうつきひ	福井セイ		311	連載		
2022 	16	19	妖夫婦浪漫	ミナミ		327	連載		
2022 	16	20	あおざくら 防衛大学校物語	二階堂ヒカル		353	連載		
2022 	16	21	アラタカンガタリ〜革神語〜	渡瀬悠宇		373	連載		
2022 	16	22	第九の波濤	草場道輝		391	連載		
2022 	16	23	保安官エヴァンスの嘘	栗山ミヅキ		409	連載		
2022 	16	24	はじめラブコメ オガペペ	おきらくボーイ		423	連載		
2022 	16	25	蒼穹のアリアドネ	八木教広		441	連載		
2022 	16	26	十勝ひとりぼっち農園	横山裕二		458	連載		
2022 	17	1	葬送のフリーレン	アベツカサ	山田鐘人	16	連載	C	
2022 	17	2	MAO	高橋留美子		37	連載		
2022 	17	3	魔王城でおやすみ	熊之股鍵次		55	連載		
2022 	17	4	トニカクカワイイ	畑健二郎		65	連載		
2022 	17	5	ラストカルテ―法獣医学者 当麻健匠の記憶―	浅山わかび		83	連載	C	
2022 	17	6	シブヤニアファミリー	久米田康治		103	連載		
2022 	17	7	よふかしうのうた	コトヤマ		109	連載		
2022 	17	8	レッドブルー	波切敦		125	連載		
2022 	17	9	帝乃三姉妹は案外、チョロい	ひらかわあや		145	連載		
2022 	17	10	白山さんと三田さん	くさかべゆうへい		163	連載		
2022 	17	11	妖夫婦浪漫	ミナミ		181	連載	C	
2022 	17	12	君は008	松江名俊		203	連載		
2022 	17	13	古見さんは、コミュ症です。	オダトモヒト		225	連載		
2022 	17	14	龍と苺	柳本光晴		233	連載		
2022 	17	15	舞妓さんちのまかないさん	小山愛子		251	連載		
2022 	17	16	タイフウリリーフ	茂木ヨモギ		261	連載		
2022 	17	17	あおざくら 防衛大学校物語	二階堂ヒカル		279	連載		
2022 	17	18	かけあうつきひ	福井セイ		297	連載		
2022 	17	19	蒼穹のアリアドネ	八木教広		313	連載		
2022 	17	20	第九の波濤	草場道輝		333	連載		
2022 	17	21	はじめラブコメ オガペペ	おきらくボーイ		355	連載		
2022 	17	22	アラタカンガタリ〜革神語〜	渡瀬悠宇		375	連載		
2022 	17	23	保安官エヴァンスの嘘	栗山ミヅキ		393	連載		
2022 	17	24	十勝ひとりぼっち農園	横山裕二		408	連載		
2022 	18	1	名探偵コナン ゼロの日常	新井隆広		3	連載	C	
2022 	18	2	葬送のフリーレン	アベツカサ	山田鐘人	29	連載		
2022 	18	3	古見さんは、コミュ症です。	オダトモヒト		47	連載		
2022 	18	4	MAO	高橋留美子		65	連載		
2022 	18	5	白山さんと三田さん	くさかべゆうへい		83	連載	C	
2022 	18	6	ラストカルテ―法獣医学者 当麻健匠の記憶―	浅山わかび		101	連載		
2022 	18	7	魔王城でおやすみ	熊之股鍵次		119	連載		
2022 	18	8	帝乃三姉妹は案外、チョロい	ひらかわあや		129	連載		
2022 	18	9	君は008	松江名俊		149	連載		
2022 	18	10	シブヤニアファミリー	久米田康治		171	連載		
2022 	18	11	龍と苺	柳本光晴		177	連載		
2022 	18	12	トニカクカワイイ	畑健二郎		195	連載		
2022 	18	13	レッドブルー	波切敦		213	連載		
2022 	18	14	よふかしうのうた	コトヤマ		229	連載		
2022 	18	15	BE BLUES!	田中モトユキ		245	連載		
2022 	18	16	かけあうつきひ	福井セイ		263	連載		
2022 	18	17	タイフウリリーフ	茂木ヨモギ		279	連載		
2022 	18	18	はじめラブコメ オガペペ	おきらくボーイ		297	連載		
2022 	18	19	あおざくら 防衛大学校物語	二階堂ヒカル		319	連載		
2022 	18	20	蒼穹のアリアドネ	八木教広		337	連載		
2022 	18	21	アラタカンガタリ〜革神語〜	渡瀬悠宇		355	連載		
2022 	18	22	保安官エヴァンスの嘘	栗山ミヅキ		373	連載		
2022 	18	23	第九の波濤	草場道輝		387	連載		
2022 	18	24	十勝ひとりぼっち農園	横山裕二		406	連載		
2022 	19	1	トニカクカワイイ	畑健二郎		3	連載	C	
2022 	19	2	古見さんは、コミュ症です。	オダトモヒト		31	連載		
2022 	19	3	葬送のフリーレン	アベツカサ	山田鐘人	49	連載		
2022 	19	4	名探偵コナン ゼロの日常	新井隆広		67	連載		
2022 	19	5	レッドブルー	波切敦		79	連載	C	
2022 	19	6	MAO	高橋留美子		97	連載		
2022 	19	7	帝乃三姉妹は案外、チョロい	ひらかわあや		115	連載		
2022 	19	8	ラストカルテ―法獣医学者 当麻健匠の記憶―	浅山わかび		145	連載		
2022 	19	9	タイフウリリーフ	茂木ヨモギ		163	連載		
2022 	19	10	シブヤニアファミリー	久米田康治		181	連載		
2022 	19	11	君は008	松江名俊		187	連載		
2022 	19	12	愛してるゲームを終わらせたい	堂本裕貴		209	出張掲載		
2022 	19	13	よふかしうのうた	コトヤマ		227	連載		
2022 	19	14	BE BLUES!	田中モトユキ		243	連載		
2022 	19	15	舞妓さんちのまかないさん	小山愛子		265	連載		
2022 	19	16	白山さんと三田さん	くさかべゆうへい		275	連載		
2022 	19	17	龍と苺	柳本光晴		293	連載		
2022 	19	18	あおざくら 防衛大学校物語	二階堂ヒカル		311	連載		
2022 	19	19	はじめラブコメ オガペペ	おきらくボーイ		333	連載		
2022 	19	20	アラタカンガタリ〜革神語〜	渡瀬悠宇		353	連載		
2022 	19	21	保安官エヴァンスの嘘	栗山ミヅキ		371	連載		
2022 	19	22	かけあうつきひ	福井セイ		385	連載		
2022 	19	23	蒼穹のアリアドネ	八木教広		403	連載		
2022 	19	24	十勝ひとりぼっち農園	横山裕二		420	連載		
2022 	20	1	GOLDEN SPIRAL	福地翼		5	連載	C	新連載
2022 	20	2	名探偵コナン	青山剛昌		85	連載		
2022 	20	3	帝乃三姉妹は案外、チョロい	ひらかわあや		191	連載		
2022 	20	4	タイフウリリーフ	茂木ヨモギ		125	連載	C	
2022 	20	5	古見さんは、コミュ症です。	オダトモヒト		145	連載		
2022 	20	6	舞妓さんちのまかないさん	小山愛子		163	連載		
2022 	20	7	ラストカルテ―法獣医学者 当麻健匠の記憶―	浅山わかび		173	連載		
2022 	20	8	トニカクカワイイ	畑健二郎		191	連載		
2022 	20	9	龍と苺	柳本光晴		209	連載		
2022 	20	10	よふかしうのうた	コトヤマ		227	連載		
2022 	20	11	魔王城でおやすみ	熊之股鍵次		243	連載		
2022 	20	12	保安官エヴァンスの嘘	栗山ミヅキ		255	連載	C	
2022 	20	13	君は008	松江名俊		271	連載		
2022 	20	14	白山さんと三田さん	くさかべゆうへい		293	連載		
2022 	20	15	レッドブルー	波切敦		311	連載		
2022 	20	16	第九の波濤	草場道輝		329	連載		
2022 	20	17	アラタカンガタリ〜革神語〜	渡瀬悠宇		347	連載		
