ID	掲載号	掲載順	タイトル	作者	原作	ページ	種別	カラー	摘要
MAFT202201	2022年 No.01	1	スキップとローファー	高松美咲		7	連載		
MAFT202201	2022年 No.01	2	メダリスト	つるまいかだ		39	連載		
MAFT202201	2022年 No.01	3	天国大魔境	石黒正数		75	連載		
MAFT202201	2022年 No.01	4	ブルーピリオド	山口つばさ		109	連載		
MAFT202201	2022年 No.01	5	青野くんに触りたいから死にたい	椎名うみ		157	連載		
MAFT202201	2022年 No.01	6	天狗の台所	田中相		189	連載		
MAFT202201	2022年 No.01	7	トップウGP	藤島康介		213	連載		
MAFT202201	2022年 No.01	8	無限の住人〜幕末ノ章〜	陶延リュウ	滝川廉治	239	連載		
MAFT202201	2022年 No.01	9	ダーウィン事変	うめざわしゅん		269	連載		
MAFT202201	2022年 No.01	10	不動さんの裏垢活動	藤峰式		305	出張掲載		
MAFT202201	2022年 No.01	11	おおきく振りかぶって	ひぐちアサ		349	連載		
MAFT202201	2022年 No.01	12	ヴィンランド・サガ	幸村誠		387	連載		
MAFT202201	2022年 No.01	13	来世は他人がいい	小西明日翔		409	連載		
MAFT202201	2022年 No.01	14	Q、恋ってなんですか？	Fiok Lee		415	連載		
MAFT202201	2022年 No.01	15	プ〜ねこ	北道正幸		463	連載		
MAFT202201	2022年 No.01	16	十角館の殺人	清原紘	綾辻行人	467	連載		
MAFT202201	2022年 No.01	17	乾と巽—ザバイカル戦記—	安彦良和		499	連載		
MAFT202201	2022年 No.01	18	アイの歌声を聴かせて	前田めぐむ	吉浦康裕	533	連載		
MAFT202201	2022年 No.01	19	はしっこアンサンブル	木尾士目		559	連載		
MAFT202201	2022年 No.01	20	イサック	真苅信二	DOUBLE-S	595	連載		
MAFT202201	2022年 No.01	21	アンダー3	榎本俊二		631	連載		
MAFT202201	2022年 No.01	22	ワンダンス	珈琲		635	連載		
MAFT202201	2022年 No.01	23	フラジャイル	恵三朗	草水敏	685	連載		
MAFT202201	2022年 No.01	24	もう、しませんから。〜青春立志編〜	西本英雄		731	連載		
MAFT202201	2022年 No.01	25	帰ってきたカラスヤサトシ	カラスヤサトシ		742	連載		
MAFT202202	2022年 No.02	1	20世紀のアフタヌーン〜由利編集長のはなし〜	沙村広明		4	読み切り		
MAFT202202	2022年 No.02	2	ブルーピリオド	山口つばさ		21	連載		
MAFT202202	2022年 No.02	3	メダリスト	つるまいかだ		39	連載		
MAFT202202	2022年 No.02	4	来世は他人がいい	小西明日翔		91	連載		
MAFT202202	2022年 No.02	5	スキップとローファー	高松美咲		111	連載		
MAFT202202	2022年 No.02	6	天狗の台所	田中相		141	連載		
MAFT202202	2022年 No.02	7	ヴィンランド・サガ	幸村誠		167	連載		
MAFT202202	2022年 No.02	8	プ〜ねこ	北道正幸		193	連載		
MAFT202202	2022年 No.02	9	ダーウィン事変	うめざわしゅん		197	連載		
MAFT202202	2022年 No.02	10	Q、恋ってなんですか？	Fiok Lee		229	連載		
MAFT202202	2022年 No.02	11	ヒストリエ	岩明均		281	連載		
MAFT202202	2022年 No.02	12	ワンダンス	珈琲		303	連載		
MAFT202202	2022年 No.02	13	無限の住人〜幕末ノ章〜	陶延リュウ	滝川廉治	347	連載		
MAFT202202	2022年 No.02	14	十角館の殺人	清原紘	綾辻行人	379	連載		
MAFT202202	2022年 No.02	15	アンダー3	榎本俊二		403	連載		
MAFT202202	2022年 No.02	16	トップウGP	藤島康介		407	連載		
MAFT202202	2022年 No.02	17	アイの歌声を聴かせて	前田めぐむ	吉浦康裕	433	連載		
MAFT202202	2022年 No.02	18	天国大魔境	石黒正数		465	連載		
MAFT202202	2022年 No.02	19	イサック	真苅信二	DOUBLE-S	495	連載		
MAFT202202	2022年 No.02	20	波よ聞いてくれ	沙村広明		525	連載		
MAFT202202	2022年 No.02	21	乾と巽—ザバイカル戦記—	安彦良和		531	連載		
MAFT202202	2022年 No.02	22	はしっこアンサンブル	木尾士目		565	連載		
MAFT202202	2022年 No.02	23	青野くんに触りたいから死にたい	椎名うみ		603	連載		
MAFT202202	2022年 No.02	24	ビターエンドロール	佐倉旬		629	連載		
MAFT202202	2022年 No.02	25	もう、しませんから。〜青春立志編〜	西本英雄		691	連載		
MAFT202202	2022年 No.02	26	帰ってきたカラスヤサトシ	カラスヤサトシ		702	連載		
MAFT202203	2022年 No.03	1	メダリスト	つるまいかだ		7	連載		
MAFT202203	2022年 No.03	2	ヴィンランド・サガ	幸村誠		47	連載		
MAFT202203	2022年 No.03	3	波よ聞いてくれ	沙村広明		71	連載		
MAFT202203	2022年 No.03	4	ブルーピリオド	山口つばさ		77	連載		
MAFT202203	2022年 No.03	5	ワンダンス	珈琲		123	連載		
MAFT202203	2022年 No.03	6	プ〜ねこ	北道正幸		163	連載		
MAFT202203	2022年 No.03	7	来世は他人がいい	小西明日翔		169	連載		
MAFT202203	2022年 No.03	8	青野くんに触りたいから死にたい	椎名うみ		185	連載		
MAFT202203	2022年 No.03	9	無限の住人〜幕末ノ章〜	陶延リュウ	滝川廉治	211	連載		
MAFT202203	2022年 No.03	10	天国大魔境	石黒正数		241	連載		
MAFT202203	2022年 No.03	11	ダーウィン事変	うめざわしゅん		277	連載		
MAFT202203	2022年 No.03	12	スキップとローファー	高松美咲		307	連載		
MAFT202203	2022年 No.03	13	イサック	真苅信二	DOUBLE-S	337	連載		
MAFT202203	2022年 No.03	14	おおきく振りかぶって	ひぐちアサ		367	連載		
MAFT202203	2022年 No.03	15	ビターエンドロール	佐倉旬		391	連載		
MAFT202203	2022年 No.03	16	Q、恋ってなんですか？	Fiok Lee		429	連載		
MAFT202203	2022年 No.03	17	トップウGP	藤島康介		473	連載		
MAFT202203	2022年 No.03	18	乾と巽—ザバイカル戦記—	安彦良和		497	連載		
MAFT202203	2022年 No.03	19	十角館の殺人	清原紘	綾辻行人	529	連載		
MAFT202203	2022年 No.03	20	アンダー3	榎本俊二		563	連載		
MAFT202203	2022年 No.03	21	はしっこアンサンブル	木尾士目		567	連載		最終回
MAFT202203	2022年 No.03	22	アイの歌声を聴かせて	前田めぐむ	吉浦康裕	607	連載		
MAFT202203	2022年 No.03	23	遭難のリトルシェパード	三池画丈		645	読み切り		四季賞冬大賞
MAFT202203	2022年 No.03	24	もう、しませんから。〜青春立志編〜	西本英雄		709	連載		
MAFT202203	2022年 No.03	25	帰ってきたカラスヤサトシ	カラスヤサトシ		720	連載		
MAFT202204	2022年 No.04	1	天狗の台所	田中相		3	連載		
MAFT202204	2022年 No.04	2	スキップとローファー	高松美咲		27	連載		
MAFT202204	2022年 No.04	3	おおきく振りかぶって	ひぐちアサ		55	連載		
MAFT202204	2022年 No.04	4	ダーウィン事変	うめざわしゅん		71	連載		
MAFT202204	2022年 No.04	5	ヴィンランド・サガ	幸村誠		101	連載		
MAFT202204	2022年 No.04	6	来世は他人がいい	小西明日翔		135	連載		
MAFT202204	2022年 No.04	7	ヒストリエ	岩明均		157	連載		
MAFT202204	2022年 No.04	8	トップウGP	藤島康介		173	連載		
MAFT202204	2022年 No.04	9	ケモ夫人	藤想		197	読み切り		
MAFT202204	2022年 No.04	10	波よ聞いてくれ	沙村広明		201	連載		
MAFT202204	2022年 No.04	11	メダリスト	つるまいかだ		223	連載		
MAFT202204	2022年 No.04	12	プ〜ねこ	北道正幸		279	連載		
MAFT202204	2022年 No.04	13	無限の住人〜幕末ノ章〜	陶延リュウ	滝川廉治	285	連載		
MAFT202204	2022年 No.04	14	フラジャイル	恵三朗	草水敏	317	連載		
MAFT202204	2022年 No.04	15	アイの歌声を聴かせて	前田めぐむ	吉浦康裕	373	連載		
MAFT202204	2022年 No.04	16	ビターエンドロール	佐倉旬		407	連載		
MAFT202204	2022年 No.04	17	イサック	真苅信二	DOUBLE-S	455	連載		
MAFT202204	2022年 No.04	18	アンダー3	榎本俊二		489	連載		
MAFT202204	2022年 No.04	19	乾と巽—ザバイカル戦記—	安彦良和		493	連載		
MAFT202204	2022年 No.04	20	Q、恋ってなんですか？	Fiok Lee		527	連載		
MAFT202204	2022年 No.04	21	イヴァン	星ノ下幽樹		575	読み切り		四季賞冬準入選
MAFT202204	2022年 No.04	22	もう、しませんから。〜青春立志編〜	西本英雄		661	連載		
MAFT202204	2022年 No.04	23	帰ってきたカラスヤサトシ	カラスヤサトシ		672	連載		
MAFT202205	2022年 No.05	1	青野くんに触りたいから死にたい	椎名うみ		11	連載		
MAFT202205	2022年 No.05	2	メダリスト	つるまいかだ		45	連載		
MAFT202205	2022年 No.05	3	トップウGP	藤島康介		83	連載		
MAFT202205	2022年 No.05	4	天国大魔境	石黒正数		107	連載		
MAFT202205	2022年 No.05	5	ブルーピリオド	山口つばさ		141	連載		
MAFT202205	2022年 No.05	6	スキップとローファー	高松美咲		185	連載		
MAFT202205	2022年 No.05	7	プ〜ねこ	北道正幸		211	連載		
