年	号数	掲載順	タイトル	作者	原作者	頁	区分	カラー	備考
2022 	07	3 	黙示録の四騎士	鈴木央		51	連載		
2022 	07	4 	可愛いだけじゃない式守さん	真木蛍五		73	出張掲載	C	マガジンポケットより
2022 	07	5 	東京卍リベンジャーズ	和久井健		91	連載		
2022 	07	6 	カノジョも彼女	ヒロユキ		111	連載		
2022 	07	7 	EDENS ZERO	真島ヒロ		125	連載		
2022 	07	8 	シャングリラ・フロンティア	不二涼介	硬梨菜	145	連載		
2022 	07	9 	ブルーロック	ノ村優介	金城宗幸	163	連載		
2022 	07	10 	甘神さんちの縁結び	内藤マーシー		183	連載		
2022 	07	11 	えるのわ！	スズモトコウ		203	連載	C	
2022 	07	12 	青のミブロ	安田剛士		219	連載		
2022 	07	13 	女神のカフェテラス	瀬尾公治		243	連載		
2022 	07	14 	SECOND BREAK!!	稲木智宏		261	連載		
2022 	07	15 	iコンタクト	月山可也	伊賀大晃	281	連載		
2022 	07	16 	カッコウの許嫁	吉河美希		301	連載		
2022 	07	17 	黒岩メダカに私の可愛いが通じない	久世蘭		321	連載		
2022 	07	18 	炎炎ノ消防隊	大久保篤		335	連載		
2022 	07	19 	それでも歩は寄せてくる	山本崇一朗		355	連載		
2022 	07	20 	彼女、お借りします	宮島礼吏		365	連載		
2022 	07	21 	英戦のラブロック	シヒラ竜也		385	連載		最終回
2022 	07	22 	戦隊大失格	春場ねぎ		405	連載		
2022 	07	23 	賢者が仲間になった	アズ		423	連載		
2022 	07	24 	不滅のあなたへ	大今良時		433	連載		
2022 	07	25 	男子高校生を養いたいお姉さんの話	英貴		445	連載		
2022 	07	26 	劣等人の魔剣使い　スキルボードを駆使して最強に至る	かのう寛人	萩鵜アキ	459	出張掲載		マガジンポケットより
2022 	07	27 	地獄の業火で焼かれ続けた少年。最強の炎使いとなって復活する。	宮城森成 	さとう	477	出張掲載		マガジンポケットより
2022 	07	28 	捨てられた転生賢者～魔物の森で最強の大魔帝国を作り上げる～	クリカラマル	未来人A	483	出張掲載		マガジンポケットより
2022 	08	1 	シャングリラ・フロンティア	不二涼介	硬梨菜	3	連載	C	
2022 	08	2 	炎炎ノ消防隊	大久保篤		23	連載		
2022 	08	3 	甘神さんちの縁結び	内藤マーシー		43	連載		
2022 	08	4 	ブルーロック	ノ村優介	金城宗幸	63	連載		
2022 	08	5 	女神のカフェテラス	瀬尾公治		83	連載		
2022 	08	6 	それでも歩は寄せてくる	山本崇一朗		101	連載	C	
2022 	08	7 	ダイヤのA	寺嶋裕二		111	連載		
2022 	08	8 	戦隊大失格	春場ねぎ		131	連載		
2022 	08	9 	はじめの一歩	森川ジョージ		149	連載		
2022 	08	10 	カッコウの許嫁	吉河美希		167	連載		
2022 	08	11 	東京卍リベンジャーズ	和久井健		193	連載		
2022 	08	12 	彼女、お借りします	宮島礼吏		213	連載		
2022 	08	13 	SECOND BREAK!!	稲木智宏		233	連載		
2022 	08	14 	EDENS ZERO	真島ヒロ		263	連載		
2022 	08	15 	iコンタクト	月山可也	伊賀大晃	273	連載		
2022 	08	16 	黒岩メダカに私の可愛いが通じない	久世蘭		297	連載	C	
2022 	08	17 	青のミブロ	安田剛士		315	連載		
2022 	08	18 	カノジョも彼女	ヒロユキ		335	連載		
2022 	08	19 	えるのわ！	スズモトコウ		349	連載		
2022 	08	20 	化物語	大暮維人	西尾維新	363	連載		
2022 	08	21 	賢者が仲間になった	アズ		385	連載		
2022 	08	22 	黙示録の四騎士	鈴木央		395	連載		
2022 	08	23 	男子高校生を養いたいお姉さんの話	英貴		415	連載		
2022 	08	24 	コンサルナイン～小夜子の逆転プロデュース～	音羽さおり		425	出張掲載	C	マガジンポケットより
2022 	09	1 	甘神さんちの縁結び	内藤マーシー		3	連載	C	
2022 	09	2 	ブルーロック	ノ村優介	金城宗幸	29	連載		
2022 	09	3 	カッコウの許嫁	吉河美希		49	連載		
2022 	09	4 	戦隊大失格	春場ねぎ		69	連載		
2022 	09	5 	黒岩メダカに私の可愛いが通じない	久世蘭		89	連載		
2022 	09	6 	東京卍リベンジャーズ	和久井健		103	連載		
2022 	09	7 	彼女、お借りします	宮島礼吏		125	連載		
2022 	09	8 	化物語	大暮維人	西尾維新	147	連載		
2022 	09	9 	ダイヤのA	寺嶋裕二		169	連載		
2022 	09	10 	不滅のあなたへ	大今良時		189	連載		
2022 	09	11 	はじめの一歩	森川ジョージ		201	連載		
2022 	09	12 	ドシャブリ花火	大熊サイヤ		215	読み切り		
2022 	09	13 	えるのわ！	スズモトコウ		219	連載		
2022 	09	14 	SECOND BREAK!!	稲木智宏		233	連載	C	
2022 	09	15 	EDENS ZERO	真島ヒロ		255	連載		
2022 	09	16 	シャングリラ・フロンティア	不二涼介	硬梨菜	275	連載		
2022 	09	17 	炎炎ノ消防隊	大久保篤		293	連載		
2022 	09	18 	女神のカフェテラス	瀬尾公治		313	連載		
2022 	09	19 	青のミブロ	安田剛士		331	連載		
2022 	09	20 	それでも歩は寄せてくる	山本崇一朗		351	連載		
2022 	09	21 	iコンタクト	月山可也	伊賀大晃	359	連載		
2022 	09	22 	黙示録の四騎士	鈴木央		379	連載		
2022 	09	23 	男子高校生を養いたいお姉さんの話	英貴		399	連載		
2022 	10	1 	黙示録の四騎士	鈴木央		4	連載	C	
2022 	10	2 	化物語	大暮維人	西尾維新	27	連載		
2022 	10	3 	ダイヤのA	寺嶋裕二		49	連載		
2022 	10	4 	カッコウの許嫁	吉河美希		71	連載		
2022 	10	5 	東京卍リベンジャーズ	和久井健		91	連載		
2022 	10	6 	カノジョも彼女	ヒロユキ		111	連載		
2022 	10	7 	炎炎ノ消防隊	大久保篤		125	連載		
2022 	10	8 	EDENS ZERO	真島ヒロ		145	連載		
2022 	10	9 	甘神さんちの縁結び	内藤マーシー		165	連載		
2022 	10	10 	黒岩メダカに私の可愛いが通じない	久世蘭		185	連載		
2022 	10	11 	はじめの一歩	森川ジョージ		199	連載	C	
2022 	10	12 	ふれない彼女	槙田ナル		213	読み切り		
2022 	10	13 	戦隊大失格	春場ねぎ		219	連載		
2022 	10	14 	ブルーロック	ノ村優介	金城宗幸	237	連載		
2022 	10	15 	それでも歩は寄せてくる	山本崇一朗		257	連載		
2022 	10	16 	シャングリラ・フロンティア	不二涼介	硬梨菜	265	連載		
2022 	10	17 	女神のカフェテラス	瀬尾公治		283	連載		
2022 	10	18 	青のミブロ	安田剛士		301	連載		
2022 	10	19 	SECOND BREAK!!	稲木智宏		321	連載		
2022 	10	20 	iコンタクト	月山可也	伊賀大晃	343	連載		
2022 	10	21 	えるのわ！	スズモトコウ		363	連載		
2022 	10	22 	不滅のあなたへ	大今良時		377	連載		
2022 	10	23 	ながれぼし	力久望		385	読み切り		
2022 	10	24 	男子高校生を養いたいお姉さんの話	英貴		389	連載		
2022 	11	1 	EDENS ZERO	真島ヒロ		3	連載	C	
2022 	11	2 	ブルーロック	ノ村優介	金城宗幸	27	連載		
2022 	11	3 	シャングリラ・フロンティア	不二涼介	硬梨菜	47	連載		
2022 	11	4 	女神のカフェテラス	瀬尾公治		65	連載		
2022 	11	5 	iコンタクト	月山可也	伊賀大晃	83	連載		
2022 	11	6 	ダイヤのA	寺嶋裕二		103	連載		
2022 	11	7 	化物語	大暮維人	西尾維新	123	連載		
2022 	11	8 	彼女、お借りします	宮島礼吏		145	連載		
2022 	11	9 	青のミブロ	安田剛士		167	連載	C	
2022 	11	10 	SECOND BREAK!!	稲木智宏		189	連載		
2022 	11	11 	カノジョも彼女	ヒロユキ		209	連載		
2022 	11	12 	東京卍リベンジャーズ	和久井健		225	連載		
2022 	11	13 	炎炎ノ消防隊	大久保篤		245	連載		
2022 	11	14 	黒岩メダカに私の可愛いが通じない	久世蘭		265	連載		
2022 	11	15 	戦隊大失格	春場ねぎ		279	連載		
2022 	11	16 	カッコウの許嫁	吉河美希		297	連載		
2022 	11	17 	それでも歩は寄せてくる	山本崇一朗		317	連載		
2022 	11	18 	甘神さんちの縁結び	内藤マーシー		327	連載		
2022 	11	19 	えるのわ！	スズモトコウ		347	連載		
2022 	11	20 	はじめの一歩	森川ジョージ		361	連載		
2022 	11	21 	ウチの担任	辻村治		373	読み切り		
2022 	11	22 	黙示録の四騎士	鈴木央		379	連載		
2022 	11	23 	不滅のあなたへ	大今良時		399	連載		
2022 	11	24 	愛・鈍・悩	亘和樹		407	読み切り		
2022 	11	25 	男子高校生を養いたいお姉さんの話	英貴		411	連載		
2022 	11	26 	東大リベンジャーズ	船津紳平		423	出張掲載	C	
2022 	11	27 	隣の黒木さんは飲むとヤバイ	きつねこ		443	出張掲載		
2022 	12	1 	ガチアクタ	裏那圭		3	連載	C	新連載
2022 	12	2 	女神のカフェテラス	瀬尾公治		77	連載		
2022 	12	3 	それでも歩は寄せてくる	山本崇一朗		95	連載		
2022 	12	4 	戦隊大失格	春場ねぎ		103	連載	C	
2022 	12	5 	化物語	大暮維人	西尾維新	123	連載		
2022 	12	6 	ダイヤのA	寺嶋裕二		145	連載		
2022 	12	7 	炎炎ノ消防隊	大久保篤		165	連載		
2022 	12	8 	カノジョも彼女	ヒロユキ		185	連載		
2022 	12	9 	青のミブロ	安田剛士		201	連載	C	
2022 	12	10 	EDENS ZERO	真島ヒロ		223	連載		
2022 	12	11 	カッコウの許嫁	吉河美希		243	連載		
2022 	12	12 	黒岩メダカに私の可愛いが通じない	久世蘭		263	連載		
2022 	12	13 	東京卍リベンジャーズ	和久井健		277	連載		
2022 	12	14 	シャングリラ・フロンティア	不二涼介	硬梨菜	297	連載		
2022 	12	15 	彼女、お借りします	宮島礼吏		315	連載		
2022 	12	16 	SECOND BREAK!!	稲木智宏		337	連載		
2022 	12	17 	甘神さんちの縁結び	内藤マーシー		357	連載		
2022 	12	18 	はじめの一歩	森川ジョージ		377	連載		
2022 	12	19 	iコンタクト	月山可也	伊賀大晃	395	連載		
2022 	12	20 	えるのわ！	スズモトコウ		415	連載		
2022 	12	21 	男子高校生を養いたいお姉さんの話	英貴		429	連載		
2022 	12	22 	五輪の女神さま	木南ユカ		439	出張掲載	C	
2022 	13	1 	炎炎ノ消防隊	大久保篤		3	連載	C	最終回
2022 	13	2 	ガチアクタ	裏那圭		35	連載		
2022 	13	3 	黙示録の四騎士	鈴木央		77	連載		
2022 	13	4 	戦隊大失格	春場ねぎ		97	連載		
2022 	13	5 	東京卍リベンジャーズ	和久井健		115	連載		
2022 	13	6 	シャングリラ・フロンティア	不二涼介	硬梨菜	135	連載		
2022 	13	7 	甘神さんちの縁結び	内藤マーシー		153	連載		
2022 	13	8 	女神のカフェテラス	瀬尾公治		173	連載		
2022 	13	9 	EDENS ZERO	真島ヒロ		181	連載		
2022 	13	10 	ブルーロック	ノ村優介	金城宗幸	211	連載		
2022 	13	11 	青のミブロ	安田剛士		231	連載		
2022 	13	12 	カノジョも彼女	ヒロユキ		251	連載		
2022 	13	13 	彼女、お借りします	宮島礼吏		265	連載		
2022 	13	14 	黒岩メダカに私の可愛いが通じない	久世蘭		285	連載		
2022 	13	15 	SECOND BREAK!!	稲木智宏		301	連載		
2022 	13	16 	それでも歩は寄せてくる	山本崇一朗		321	連載		
2022 	13	17 	iコンタクト	月山可也	伊賀大晃	329	連載		
2022 	13	18 	えるのわ！	スズモトコウ		349	連載		
2022 	13	19 	はじめの一歩	森川ジョージ		365	連載		
2022 	13	20 	化物語	大暮維人	西尾維新	383	連載		
2022 	13	21 	不滅のあなたへ	大今良時		405	連載		
2022 	13	22 	男子高校生を養いたいお姉さんの話	英貴		417	連載		
2022 	14	1 	カッコウの許嫁	吉河美希		4	連載	C	
2022 	14	2 	東京卍リベンジャーズ	和久井健		27	連載		
2022 	14	3 	彼女、お借りします	宮島礼吏		47	連載		
2022 	14	4 	カノジョも彼女	ヒロユキ		71	連載	C	
2022 	14	5 	ガチアクタ	裏那圭		89	連載		
2022 	14	6 	ダイヤのA	寺嶋裕二		137	連載		
2022 	14	7 	化物語	大暮維人	西尾維新	159	連載		
2022 	14	8 	黙示録の四騎士	鈴木央		181	連載		
2022 	14	9 	甘神さんちの縁結び	内藤マーシー		201	連載		
2022 	14	10 	シャングリラ・フロンティア	不二涼介	硬梨菜	221	連載		
2022 	14	11 	ブルーロック	ノ村優介	金城宗幸	239	連載		
2022 	14	12 	それでも歩は寄せてくる	山本崇一朗		259	連載		
2022 	14	13 	EDENS ZERO	真島ヒロ		267	連載		
2022 	14	14 	青のミブロ	安田剛士		287	連載		
2022 	14	15 	SECOND BREAK!!	稲木智宏		307	連載		
2022 	14	16 	女神のカフェテラス	瀬尾公治		327	連載		
2022 	14	17 	iコンタクト	月山可也	伊賀大晃	345	連載		
2022 	14	18 	えるのわ！	スズモトコウ		365	連載		
2022 	14	19 	不滅のあなたへ	大今良時		379	連載		
2022 	14	20 	男子高校生を養いたいお姉さんの話	英貴		391	連載		
2022 	15	1 	彼女、お借りします	宮島礼吏		4	連載	C	
2022 	15	2 	ブルーロック	ノ村優介	金城宗幸	31	連載		
2022 	15	3 	シャングリラ・フロンティア	不二涼介	硬梨菜	51	連載		
2022 	15	4 	男子高校生を養いたいお姉さんの話	英貴		71	連載	C	
2022 	15	5 	はじめの一歩	森川ジョージ		81	連載		
2022 	15	6 	ダイヤのA	寺嶋裕二		99	連載		
2022 	15	7 	戦隊大失格	春場ねぎ		119	連載		
2022 	15	8 	ガチアクタ	裏那圭		137	連載		
2022 	15	9 	EDENS ZERO	真島ヒロ		163	連載		
2022 	15	10 	それでも歩は寄せてくる	山本崇一朗		183	連載		
2022 	15	11 	カッコウの許嫁	吉河美希		191	連載		
2022 	15	12 	黒岩メダカに私の可愛いが通じない	久世蘭		211	連載		
2022 	15	13 	東京卍リベンジャーズ	和久井健		225	連載		
2022 	15	14 	青のミブロ	安田剛士		245	連載		
2022 	15	15 	女神のカフェテラス	瀬尾公治		265	連載		
2022 	15	16 	SECOND BREAK!!	稲木智宏		283	連載		
2022 	15	17 	甘神さんちの縁結び	内藤マーシー		303	連載		
2022 	15	18 	iコンタクト	月山可也	伊賀大晃	323	連載		
2022 	15	19 	黙示録の四騎士	鈴木央		345	連載		
2022 	15	20 	カノジョも彼女	ヒロユキ		365	連載		
2022 	15	21 	えるのわ！	スズモトコウ		379	連載		
2022 	15	22 	不滅のあなたへ	大今良時		393	連載		
2022 	15	23 	薫る花は凜と咲く	三薫見サカ		408	出張掲載	C	
2022 	16	1 	女神のカフェテラス	瀬尾公治		4	連載	C	
2022 	16	2 	東京卍リベンジャーズ	和久井健		25	連載		
2022 	16	3 	シャングリラ・フロンティア	不二涼介	硬梨菜	45	連載		
2022 	16	4 	それでも歩は寄せてくる	山本崇一朗		63	連載		
2022 	16	5 	黙示録の四騎士	鈴木央		71	連載		
2022 	16	6 	ダイヤのA	寺嶋裕二		95	連載		
2022 	16	7 	はじめの一歩	森川ジョージ		117	連載		
2022 	16	8 	宇宙くんと星子ちゃん	笹古みこと		127	読み切り		
2022 	16	9 	SECOND BREAK!!	稲木智宏		135	連載	C	
2022 	16	10 	ガチアクタ	裏那圭		161	連載		
2022 	16	11 	EDENS ZERO	真島ヒロ		181	連載		
2022 	16	12 	カッコウの許嫁	吉河美希		201	連載		
2022 	16	13 	青のミブロ	安田剛士		221	連載		
2022 	16	14 	甘神さんちの縁結び	内藤マーシー		241	連載		
2022 	16	15 	カノジョも彼女	ヒロユキ		261	連載		
2022 	16	16 	黒岩メダカに私の可愛いが通じない	久世蘭		275	連載		
2022 	16	17 	彼女、お借りします	宮島礼吏		289	連載		
2022 	16	18 	ブルーロック	ノ村優介	金城宗幸	309	連載		
2022 	16	19 	iコンタクト	月山可也	伊賀大晃	329	連載		
2022 	16	20 	えるのわ！	スズモトコウ		349	連載		
2022 	16	21 	戦隊大失格	春場ねぎ		363	連載		
2022 	16	22 	不滅のあなたへ	大今良時		381	連載		
2022 	16	23 	闇医者 長谷部	三上裕		389	読み切り		
2022 	16	24 	男子高校生を養いたいお姉さんの話	英貴		393	連載		
2022 	17	1 	東京卍リベンジャーズ	和久井健		4	連載	C	
2022 	17	2 	シャングリラ・フロンティア	不二涼介	硬梨菜	27	連載		
2022 	17	3 	女神のカフェテラス	瀬尾公治		45	連載		
2022 	17	4 	それでも歩は寄せてくる	山本崇一朗		63	連載		
2022 	17	5 	黙示録の四騎士	鈴木央		71	連載	C	
2022 	17	6 	化物語	大暮維人	西尾維新	93	連載		
2022 	17	7 	ダイヤのA	寺嶋裕二		117	連載		
2022 	17	8 	青のミブロ	安田剛士		137	連載	C	
2022 	17	9 	ガチアクタ	裏那圭		161	連載		
2022 	17	10 	EDENS ZERO	真島ヒロ		181	連載		
2022 	17	11 	SECOND BREAK!!	稲木智宏		201	連載		
2022 	17	12 	黒岩メダカに私の可愛いが通じない	久世蘭		221	連載		
2022 	17	13 	カッコウの許嫁	吉河美希		235	連載		
2022 	17	14 	カノジョも彼女	ヒロユキ		257	連載		
2022 	17	15 	iコンタクト	月山可也	伊賀大晃	271	連載		
2022 	17	16 	ブルーロック	ノ村優介	金城宗幸	291	連載		
2022 	17	17 	彼女、お借りします	宮島礼吏		311	連載		
2022 	17	18 	えるのわ！	スズモトコウ		331	連載		
2022 	17	19 	甘神さんちの縁結び	内藤マーシー		345	連載		
2022 	17	20 	はじめの一歩	森川ジョージ		365	連載		
2022 	17	21 	戦隊大失格	春場ねぎ		383	連載		
2022 	17	22 	不滅のあなたへ	大今良時		403	連載		
2022 	17	23 	東京ネオスキャンダル	がしたに	MITA	409	出張掲載		
2022 	17	24 	男子高校生を養いたいお姉さんの話	英貴		415	連載		
2022 	18	1 	シャングリラ・フロンティア	不二涼介	硬梨菜	3	連載	C	
2022 	18	2 	カッコウの許嫁	吉河美希		27	連載		
2022 	18	3 	EDENS ZERO	真島ヒロ		47	連載		
2022 	18	4 	男子高校生を養いたいお姉さんの話	英貴		72	連載	C	最終回
2022 	18	5 	化物語	大暮維人	西尾維新	81	連載		
2022 	18	6 	カノジョも彼女	ヒロユキ		103	連載		
2022 	18	7 	ダイヤのA	寺嶋裕二		117	連載		
2022 	18	8 	黒岩メダカに私の可愛いが通じない	久世蘭		137	連載	C	
2022 	18	9 	女神のカフェテラス	瀬尾公治		153	連載		
2022 	18	10 	青のミブロ	安田剛士		171	連載		
2022 	18	11 	iコンタクト	月山可也	伊賀大晃	191	連載		
2022 	18	12 	ガチアクタ	裏那圭		211	連載		
2022 	18	13 	彼女、お借りします	宮島礼吏		235	連載		
2022 	18	14 	ブルーロック	ノ村優介	金城宗幸	255	連載		
2022 	18	15 	東大リベンジャーズ	船津紳平		275	出張掲載		
2022 	18	16 	SECOND BREAK!!	稲木智宏		295	連載		
2022 	18	17 	はじめの一歩	森川ジョージ		315	連載		
2022 	18	18 	えるのわ！	スズモトコウ		333	連載		
2022 	18	19 	不滅のあなたへ	大今良時		347	連載		
2022 	18	20 	黙示録の四騎士	鈴木央		359	連載		
2022 	18	21 	それでも歩は寄せてくる	山本崇一朗		379	連載		
2022 	18	22 	戦隊大失格	春場ねぎ		387	連載		
2022 	19	1 	ブルーロック	ノ村優介	金城宗幸	4	連載	C	
